index	max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators
3000	20.0	0.5	40	30	100
3001	20.0	0.5	40	30	500
3002	20.0	0.5	40	30	1000
3003	20.0	0.5	40	40	100
3004	20.0	0.5	40	40	500
3005	20.0	0.5	40	40	1000
3006	20.0	0.5	100	2	100
3007	20.0	0.5	100	2	500
3008	20.0	0.5	100	2	1000
3009	20.0	0.5	100	5	100
3010	20.0	0.5	100	5	500
3011	20.0	0.5	100	5	1000
3012	20.0	0.5	100	10	100
3013	20.0	0.5	100	10	500
3014	20.0	0.5	100	10	1000
3015	20.0	0.5	100	20	100
3016	20.0	0.5	100	20	500
3017	20.0	0.5	100	20	1000
3018	20.0	0.5	100	30	100
3019	20.0	0.5	100	30	500
3020	20.0	0.5	100	30	1000
3021	20.0	0.5	100	40	100
3022	20.0	0.5	100	40	500
3023	20.0	0.5	100	40	1000
3024	20.0	0.75	1	2	100
3025	20.0	0.75	1	2	500
3026	20.0	0.75	1	2	1000
3027	20.0	0.75	1	5	100
3028	20.0	0.75	1	5	500
3029	20.0	0.75	1	5	1000
3030	20.0	0.75	1	10	100
3031	20.0	0.75	1	10	500
3032	20.0	0.75	1	10	1000
3033	20.0	0.75	1	20	100
3034	20.0	0.75	1	20	500
3035	20.0	0.75	1	20	1000
3036	20.0	0.75	1	30	100
3037	20.0	0.75	1	30	500
3038	20.0	0.75	1	30	1000
3039	20.0	0.75	1	40	100
3040	20.0	0.75	1	40	500
3041	20.0	0.75	1	40	1000
3042	20.0	0.75	5	2	100
3043	20.0	0.75	5	2	500
3044	20.0	0.75	5	2	1000
3045	20.0	0.75	5	5	100
3046	20.0	0.75	5	5	500
3047	20.0	0.75	5	5	1000
3048	20.0	0.75	5	10	100
3049	20.0	0.75	5	10	500
3050	20.0	0.75	5	10	1000
3051	20.0	0.75	5	20	100
3052	20.0	0.75	5	20	500
3053	20.0	0.75	5	20	1000
3054	20.0	0.75	5	30	100
3055	20.0	0.75	5	30	500
3056	20.0	0.75	5	30	1000
3057	20.0	0.75	5	40	100
3058	20.0	0.75	5	40	500
3059	20.0	0.75	5	40	1000
3060	20.0	0.75	10	2	100
3061	20.0	0.75	10	2	500
3062	20.0	0.75	10	2	1000
3063	20.0	0.75	10	5	100
3064	20.0	0.75	10	5	500
3065	20.0	0.75	10	5	1000
3066	20.0	0.75	10	10	100
3067	20.0	0.75	10	10	500
3068	20.0	0.75	10	10	1000
3069	20.0	0.75	10	20	100
3070	20.0	0.75	10	20	500
3071	20.0	0.75	10	20	1000
3072	20.0	0.75	10	30	100
3073	20.0	0.75	10	30	500
3074	20.0	0.75	10	30	1000
3075	20.0	0.75	10	40	100
3076	20.0	0.75	10	40	500
3077	20.0	0.75	10	40	1000
3078	20.0	0.75	20	2	100
3079	20.0	0.75	20	2	500
3080	20.0	0.75	20	2	1000
3081	20.0	0.75	20	5	100
3082	20.0	0.75	20	5	500
3083	20.0	0.75	20	5	1000
3084	20.0	0.75	20	10	100
3085	20.0	0.75	20	10	500
3086	20.0	0.75	20	10	1000
3087	20.0	0.75	20	20	100
3088	20.0	0.75	20	20	500
3089	20.0	0.75	20	20	1000
3090	20.0	0.75	20	30	100
3091	20.0	0.75	20	30	500
3092	20.0	0.75	20	30	1000
3093	20.0	0.75	20	40	100
3094	20.0	0.75	20	40	500
3095	20.0	0.75	20	40	1000
3096	20.0	0.75	40	2	100
3097	20.0	0.75	40	2	500
3098	20.0	0.75	40	2	1000
3099	20.0	0.75	40	5	100
3100	20.0	0.75	40	5	500
3101	20.0	0.75	40	5	1000
3102	20.0	0.75	40	10	100
3103	20.0	0.75	40	10	500
3104	20.0	0.75	40	10	1000
3105	20.0	0.75	40	20	100
3106	20.0	0.75	40	20	500
3107	20.0	0.75	40	20	1000
3108	20.0	0.75	40	30	100
3109	20.0	0.75	40	30	500
3110	20.0	0.75	40	30	1000
3111	20.0	0.75	40	40	100
3112	20.0	0.75	40	40	500
3113	20.0	0.75	40	40	1000
3114	20.0	0.75	100	2	100
3115	20.0	0.75	100	2	500
3116	20.0	0.75	100	2	1000
3117	20.0	0.75	100	5	100
3118	20.0	0.75	100	5	500
3119	20.0	0.75	100	5	1000
3120	20.0	0.75	100	10	100
3121	20.0	0.75	100	10	500
3122	20.0	0.75	100	10	1000
3123	20.0	0.75	100	20	100
3124	20.0	0.75	100	20	500
3125	20.0	0.75	100	20	1000
3126	20.0	0.75	100	30	100
3127	20.0	0.75	100	30	500
3128	20.0	0.75	100	30	1000
3129	20.0	0.75	100	40	100
3130	20.0	0.75	100	40	500
3131	20.0	0.75	100	40	1000
3132	20.0	0.9	1	2	100
3133	20.0	0.9	1	2	500
3134	20.0	0.9	1	2	1000
3135	20.0	0.9	1	5	100
3136	20.0	0.9	1	5	500
3137	20.0	0.9	1	5	1000
3138	20.0	0.9	1	10	100
3139	20.0	0.9	1	10	500
3140	20.0	0.9	1	10	1000
3141	20.0	0.9	1	20	100
3142	20.0	0.9	1	20	500
3143	20.0	0.9	1	20	1000
3144	20.0	0.9	1	30	100
3145	20.0	0.9	1	30	500
3146	20.0	0.9	1	30	1000
3147	20.0	0.9	1	40	100
3148	20.0	0.9	1	40	500
3149	20.0	0.9	1	40	1000
3150	20.0	0.9	5	2	100
3151	20.0	0.9	5	2	500
3152	20.0	0.9	5	2	1000
3153	20.0	0.9	5	5	100
3154	20.0	0.9	5	5	500
3155	20.0	0.9	5	5	1000
3156	20.0	0.9	5	10	100
3157	20.0	0.9	5	10	500
3158	20.0	0.9	5	10	1000
3159	20.0	0.9	5	20	100
3160	20.0	0.9	5	20	500
3161	20.0	0.9	5	20	1000
3162	20.0	0.9	5	30	100
3163	20.0	0.9	5	30	500
3164	20.0	0.9	5	30	1000
3165	20.0	0.9	5	40	100
3166	20.0	0.9	5	40	500
3167	20.0	0.9	5	40	1000
3168	20.0	0.9	10	2	100
3169	20.0	0.9	10	2	500
3170	20.0	0.9	10	2	1000
3171	20.0	0.9	10	5	100
3172	20.0	0.9	10	5	500
3173	20.0	0.9	10	5	1000
3174	20.0	0.9	10	10	100
3175	20.0	0.9	10	10	500
3176	20.0	0.9	10	10	1000
3177	20.0	0.9	10	20	100
3178	20.0	0.9	10	20	500
3179	20.0	0.9	10	20	1000
3180	20.0	0.9	10	30	100
3181	20.0	0.9	10	30	500
3182	20.0	0.9	10	30	1000
3183	20.0	0.9	10	40	100
3184	20.0	0.9	10	40	500
3185	20.0	0.9	10	40	1000
3186	20.0	0.9	20	2	100
3187	20.0	0.9	20	2	500
3188	20.0	0.9	20	2	1000
3189	20.0	0.9	20	5	100
3190	20.0	0.9	20	5	500
3191	20.0	0.9	20	5	1000
3192	20.0	0.9	20	10	100
3193	20.0	0.9	20	10	500
3194	20.0	0.9	20	10	1000
3195	20.0	0.9	20	20	100
3196	20.0	0.9	20	20	500
3197	20.0	0.9	20	20	1000
3198	20.0	0.9	20	30	100
3199	20.0	0.9	20	30	500
3200	20.0	0.9	20	30	1000
3201	20.0	0.9	20	40	100
3202	20.0	0.9	20	40	500
3203	20.0	0.9	20	40	1000
3204	20.0	0.9	40	2	100
3205	20.0	0.9	40	2	500
3206	20.0	0.9	40	2	1000
3207	20.0	0.9	40	5	100
3208	20.0	0.9	40	5	500
3209	20.0	0.9	40	5	1000
3210	20.0	0.9	40	10	100
3211	20.0	0.9	40	10	500
3212	20.0	0.9	40	10	1000
3213	20.0	0.9	40	20	100
3214	20.0	0.9	40	20	500
3215	20.0	0.9	40	20	1000
3216	20.0	0.9	40	30	100
3217	20.0	0.9	40	30	500
3218	20.0	0.9	40	30	1000
3219	20.0	0.9	40	40	100
3220	20.0	0.9	40	40	500
3221	20.0	0.9	40	40	1000
3222	20.0	0.9	100	2	100
3223	20.0	0.9	100	2	500
3224	20.0	0.9	100	2	1000
3225	20.0	0.9	100	5	100
3226	20.0	0.9	100	5	500
3227	20.0	0.9	100	5	1000
3228	20.0	0.9	100	10	100
3229	20.0	0.9	100	10	500
3230	20.0	0.9	100	10	1000
3231	20.0	0.9	100	20	100
3232	20.0	0.9	100	20	500
3233	20.0	0.9	100	20	1000
3234	20.0	0.9	100	30	100
3235	20.0	0.9	100	30	500
3236	20.0	0.9	100	30	1000
3237	20.0	0.9	100	40	100
3238	20.0	0.9	100	40	500
3239	20.0	0.9	100	40	1000
3240	25.0	0.01	1	2	100
3241	25.0	0.01	1	2	500
3242	25.0	0.01	1	2	1000
3243	25.0	0.01	1	5	100
3244	25.0	0.01	1	5	500
3245	25.0	0.01	1	5	1000
3246	25.0	0.01	1	10	100
3247	25.0	0.01	1	10	500
3248	25.0	0.01	1	10	1000
3249	25.0	0.01	1	20	100
3250	25.0	0.01	1	20	500
3251	25.0	0.01	1	20	1000
3252	25.0	0.01	1	30	100
3253	25.0	0.01	1	30	500
3254	25.0	0.01	1	30	1000
3255	25.0	0.01	1	40	100
3256	25.0	0.01	1	40	500
3257	25.0	0.01	1	40	1000
3258	25.0	0.01	5	2	100
3259	25.0	0.01	5	2	500
3260	25.0	0.01	5	2	1000
3261	25.0	0.01	5	5	100
3262	25.0	0.01	5	5	500
3263	25.0	0.01	5	5	1000
3264	25.0	0.01	5	10	100
3265	25.0	0.01	5	10	500
3266	25.0	0.01	5	10	1000
3267	25.0	0.01	5	20	100
3268	25.0	0.01	5	20	500
3269	25.0	0.01	5	20	1000
3270	25.0	0.01	5	30	100
3271	25.0	0.01	5	30	500
3272	25.0	0.01	5	30	1000
3273	25.0	0.01	5	40	100
3274	25.0	0.01	5	40	500
3275	25.0	0.01	5	40	1000
3276	25.0	0.01	10	2	100
3277	25.0	0.01	10	2	500
3278	25.0	0.01	10	2	1000
3279	25.0	0.01	10	5	100
3280	25.0	0.01	10	5	500
3281	25.0	0.01	10	5	1000
3282	25.0	0.01	10	10	100
3283	25.0	0.01	10	10	500
3284	25.0	0.01	10	10	1000
3285	25.0	0.01	10	20	100
3286	25.0	0.01	10	20	500
3287	25.0	0.01	10	20	1000
3288	25.0	0.01	10	30	100
3289	25.0	0.01	10	30	500
3290	25.0	0.01	10	30	1000
3291	25.0	0.01	10	40	100
3292	25.0	0.01	10	40	500
3293	25.0	0.01	10	40	1000
3294	25.0	0.01	20	2	100
3295	25.0	0.01	20	2	500
3296	25.0	0.01	20	2	1000
3297	25.0	0.01	20	5	100
3298	25.0	0.01	20	5	500
3299	25.0	0.01	20	5	1000
3300	25.0	0.01	20	10	100
3301	25.0	0.01	20	10	500
3302	25.0	0.01	20	10	1000
3303	25.0	0.01	20	20	100
3304	25.0	0.01	20	20	500
3305	25.0	0.01	20	20	1000
3306	25.0	0.01	20	30	100
3307	25.0	0.01	20	30	500
3308	25.0	0.01	20	30	1000
3309	25.0	0.01	20	40	100
3310	25.0	0.01	20	40	500
3311	25.0	0.01	20	40	1000
3312	25.0	0.01	40	2	100
3313	25.0	0.01	40	2	500
3314	25.0	0.01	40	2	1000
3315	25.0	0.01	40	5	100
3316	25.0	0.01	40	5	500
3317	25.0	0.01	40	5	1000
3318	25.0	0.01	40	10	100
3319	25.0	0.01	40	10	500
3320	25.0	0.01	40	10	1000
3321	25.0	0.01	40	20	100
3322	25.0	0.01	40	20	500
3323	25.0	0.01	40	20	1000
3324	25.0	0.01	40	30	100
3325	25.0	0.01	40	30	500
3326	25.0	0.01	40	30	1000
3327	25.0	0.01	40	40	100
3328	25.0	0.01	40	40	500
3329	25.0	0.01	40	40	1000
3330	25.0	0.01	100	2	100
3331	25.0	0.01	100	2	500
3332	25.0	0.01	100	2	1000
3333	25.0	0.01	100	5	100
3334	25.0	0.01	100	5	500
3335	25.0	0.01	100	5	1000
3336	25.0	0.01	100	10	100
3337	25.0	0.01	100	10	500
3338	25.0	0.01	100	10	1000
3339	25.0	0.01	100	20	100
3340	25.0	0.01	100	20	500
3341	25.0	0.01	100	20	1000
3342	25.0	0.01	100	30	100
3343	25.0	0.01	100	30	500
3344	25.0	0.01	100	30	1000
3345	25.0	0.01	100	40	100
3346	25.0	0.01	100	40	500
3347	25.0	0.01	100	40	1000
3348	25.0	0.1	1	2	100
3349	25.0	0.1	1	2	500
3350	25.0	0.1	1	2	1000
3351	25.0	0.1	1	5	100
3352	25.0	0.1	1	5	500
3353	25.0	0.1	1	5	1000
3354	25.0	0.1	1	10	100
3355	25.0	0.1	1	10	500
3356	25.0	0.1	1	10	1000
3357	25.0	0.1	1	20	100
3358	25.0	0.1	1	20	500
3359	25.0	0.1	1	20	1000
3360	25.0	0.1	1	30	100
3361	25.0	0.1	1	30	500
3362	25.0	0.1	1	30	1000
3363	25.0	0.1	1	40	100
3364	25.0	0.1	1	40	500
3365	25.0	0.1	1	40	1000
3366	25.0	0.1	5	2	100
3367	25.0	0.1	5	2	500
3368	25.0	0.1	5	2	1000
3369	25.0	0.1	5	5	100
3370	25.0	0.1	5	5	500
3371	25.0	0.1	5	5	1000
3372	25.0	0.1	5	10	100
3373	25.0	0.1	5	10	500
3374	25.0	0.1	5	10	1000
3375	25.0	0.1	5	20	100
3376	25.0	0.1	5	20	500
3377	25.0	0.1	5	20	1000
3378	25.0	0.1	5	30	100
3379	25.0	0.1	5	30	500
3380	25.0	0.1	5	30	1000
3381	25.0	0.1	5	40	100
3382	25.0	0.1	5	40	500
3383	25.0	0.1	5	40	1000
3384	25.0	0.1	10	2	100
3385	25.0	0.1	10	2	500
3386	25.0	0.1	10	2	1000
3387	25.0	0.1	10	5	100
3388	25.0	0.1	10	5	500
3389	25.0	0.1	10	5	1000
3390	25.0	0.1	10	10	100
3391	25.0	0.1	10	10	500
3392	25.0	0.1	10	10	1000
3393	25.0	0.1	10	20	100
3394	25.0	0.1	10	20	500
3395	25.0	0.1	10	20	1000
3396	25.0	0.1	10	30	100
3397	25.0	0.1	10	30	500
3398	25.0	0.1	10	30	1000
3399	25.0	0.1	10	40	100
3400	25.0	0.1	10	40	500
3401	25.0	0.1	10	40	1000
3402	25.0	0.1	20	2	100
3403	25.0	0.1	20	2	500
3404	25.0	0.1	20	2	1000
3405	25.0	0.1	20	5	100
3406	25.0	0.1	20	5	500
3407	25.0	0.1	20	5	1000
3408	25.0	0.1	20	10	100
3409	25.0	0.1	20	10	500
3410	25.0	0.1	20	10	1000
3411	25.0	0.1	20	20	100
3412	25.0	0.1	20	20	500
3413	25.0	0.1	20	20	1000
3414	25.0	0.1	20	30	100
3415	25.0	0.1	20	30	500
3416	25.0	0.1	20	30	1000
3417	25.0	0.1	20	40	100
3418	25.0	0.1	20	40	500
3419	25.0	0.1	20	40	1000
3420	25.0	0.1	40	2	100
3421	25.0	0.1	40	2	500
3422	25.0	0.1	40	2	1000
3423	25.0	0.1	40	5	100
3424	25.0	0.1	40	5	500
3425	25.0	0.1	40	5	1000
3426	25.0	0.1	40	10	100
3427	25.0	0.1	40	10	500
3428	25.0	0.1	40	10	1000
3429	25.0	0.1	40	20	100
3430	25.0	0.1	40	20	500
3431	25.0	0.1	40	20	1000
3432	25.0	0.1	40	30	100
3433	25.0	0.1	40	30	500
3434	25.0	0.1	40	30	1000
3435	25.0	0.1	40	40	100
3436	25.0	0.1	40	40	500
3437	25.0	0.1	40	40	1000
3438	25.0	0.1	100	2	100
3439	25.0	0.1	100	2	500
3440	25.0	0.1	100	2	1000
3441	25.0	0.1	100	5	100
3442	25.0	0.1	100	5	500
3443	25.0	0.1	100	5	1000
3444	25.0	0.1	100	10	100
3445	25.0	0.1	100	10	500
3446	25.0	0.1	100	10	1000
3447	25.0	0.1	100	20	100
3448	25.0	0.1	100	20	500
3449	25.0	0.1	100	20	1000
3450	25.0	0.1	100	30	100
3451	25.0	0.1	100	30	500
3452	25.0	0.1	100	30	1000
3453	25.0	0.1	100	40	100
3454	25.0	0.1	100	40	500
3455	25.0	0.1	100	40	1000
3456	25.0	0.25	1	2	100
3457	25.0	0.25	1	2	500
3458	25.0	0.25	1	2	1000
3459	25.0	0.25	1	5	100
3460	25.0	0.25	1	5	500
3461	25.0	0.25	1	5	1000
3462	25.0	0.25	1	10	100
3463	25.0	0.25	1	10	500
3464	25.0	0.25	1	10	1000
3465	25.0	0.25	1	20	100
3466	25.0	0.25	1	20	500
3467	25.0	0.25	1	20	1000
3468	25.0	0.25	1	30	100
3469	25.0	0.25	1	30	500
3470	25.0	0.25	1	30	1000
3471	25.0	0.25	1	40	100
3472	25.0	0.25	1	40	500
3473	25.0	0.25	1	40	1000
3474	25.0	0.25	5	2	100
3475	25.0	0.25	5	2	500
3476	25.0	0.25	5	2	1000
3477	25.0	0.25	5	5	100
3478	25.0	0.25	5	5	500
3479	25.0	0.25	5	5	1000
3480	25.0	0.25	5	10	100
3481	25.0	0.25	5	10	500
3482	25.0	0.25	5	10	1000
3483	25.0	0.25	5	20	100
3484	25.0	0.25	5	20	500
3485	25.0	0.25	5	20	1000
3486	25.0	0.25	5	30	100
3487	25.0	0.25	5	30	500
3488	25.0	0.25	5	30	1000
3489	25.0	0.25	5	40	100
3490	25.0	0.25	5	40	500
3491	25.0	0.25	5	40	1000
3492	25.0	0.25	10	2	100
3493	25.0	0.25	10	2	500
3494	25.0	0.25	10	2	1000
3495	25.0	0.25	10	5	100
3496	25.0	0.25	10	5	500
3497	25.0	0.25	10	5	1000
3498	25.0	0.25	10	10	100
3499	25.0	0.25	10	10	500
3500	25.0	0.25	10	10	1000
3501	25.0	0.25	10	20	100
3502	25.0	0.25	10	20	500
3503	25.0	0.25	10	20	1000
3504	25.0	0.25	10	30	100
3505	25.0	0.25	10	30	500
3506	25.0	0.25	10	30	1000
3507	25.0	0.25	10	40	100
3508	25.0	0.25	10	40	500
3509	25.0	0.25	10	40	1000
3510	25.0	0.25	20	2	100
3511	25.0	0.25	20	2	500
3512	25.0	0.25	20	2	1000
3513	25.0	0.25	20	5	100
3514	25.0	0.25	20	5	500
3515	25.0	0.25	20	5	1000
3516	25.0	0.25	20	10	100
3517	25.0	0.25	20	10	500
3518	25.0	0.25	20	10	1000
3519	25.0	0.25	20	20	100
3520	25.0	0.25	20	20	500
3521	25.0	0.25	20	20	1000
3522	25.0	0.25	20	30	100
3523	25.0	0.25	20	30	500
3524	25.0	0.25	20	30	1000
3525	25.0	0.25	20	40	100
3526	25.0	0.25	20	40	500
3527	25.0	0.25	20	40	1000
3528	25.0	0.25	40	2	100
3529	25.0	0.25	40	2	500
3530	25.0	0.25	40	2	1000
3531	25.0	0.25	40	5	100
3532	25.0	0.25	40	5	500
3533	25.0	0.25	40	5	1000
3534	25.0	0.25	40	10	100
3535	25.0	0.25	40	10	500
3536	25.0	0.25	40	10	1000
3537	25.0	0.25	40	20	100
3538	25.0	0.25	40	20	500
3539	25.0	0.25	40	20	1000
3540	25.0	0.25	40	30	100
3541	25.0	0.25	40	30	500
3542	25.0	0.25	40	30	1000
3543	25.0	0.25	40	40	100
3544	25.0	0.25	40	40	500
3545	25.0	0.25	40	40	1000
3546	25.0	0.25	100	2	100
3547	25.0	0.25	100	2	500
3548	25.0	0.25	100	2	1000
3549	25.0	0.25	100	5	100
3550	25.0	0.25	100	5	500
3551	25.0	0.25	100	5	1000
3552	25.0	0.25	100	10	100
3553	25.0	0.25	100	10	500
3554	25.0	0.25	100	10	1000
3555	25.0	0.25	100	20	100
3556	25.0	0.25	100	20	500
3557	25.0	0.25	100	20	1000
3558	25.0	0.25	100	30	100
3559	25.0	0.25	100	30	500
3560	25.0	0.25	100	30	1000
3561	25.0	0.25	100	40	100
3562	25.0	0.25	100	40	500
3563	25.0	0.25	100	40	1000
3564	25.0	0.5	1	2	100
3565	25.0	0.5	1	2	500
3566	25.0	0.5	1	2	1000
3567	25.0	0.5	1	5	100
3568	25.0	0.5	1	5	500
3569	25.0	0.5	1	5	1000
3570	25.0	0.5	1	10	100
3571	25.0	0.5	1	10	500
3572	25.0	0.5	1	10	1000
3573	25.0	0.5	1	20	100
3574	25.0	0.5	1	20	500
3575	25.0	0.5	1	20	1000
3576	25.0	0.5	1	30	100
3577	25.0	0.5	1	30	500
3578	25.0	0.5	1	30	1000
3579	25.0	0.5	1	40	100
3580	25.0	0.5	1	40	500
3581	25.0	0.5	1	40	1000
3582	25.0	0.5	5	2	100
3583	25.0	0.5	5	2	500
3584	25.0	0.5	5	2	1000
3585	25.0	0.5	5	5	100
3586	25.0	0.5	5	5	500
3587	25.0	0.5	5	5	1000
3588	25.0	0.5	5	10	100
3589	25.0	0.5	5	10	500
3590	25.0	0.5	5	10	1000
3591	25.0	0.5	5	20	100
3592	25.0	0.5	5	20	500
3593	25.0	0.5	5	20	1000
3594	25.0	0.5	5	30	100
3595	25.0	0.5	5	30	500
3596	25.0	0.5	5	30	1000
3597	25.0	0.5	5	40	100
3598	25.0	0.5	5	40	500
3599	25.0	0.5	5	40	1000
3600	25.0	0.5	10	2	100
3601	25.0	0.5	10	2	500
3602	25.0	0.5	10	2	1000
3603	25.0	0.5	10	5	100
3604	25.0	0.5	10	5	500
3605	25.0	0.5	10	5	1000
3606	25.0	0.5	10	10	100
3607	25.0	0.5	10	10	500
3608	25.0	0.5	10	10	1000
3609	25.0	0.5	10	20	100
3610	25.0	0.5	10	20	500
3611	25.0	0.5	10	20	1000
3612	25.0	0.5	10	30	100
3613	25.0	0.5	10	30	500
3614	25.0	0.5	10	30	1000
3615	25.0	0.5	10	40	100
3616	25.0	0.5	10	40	500
3617	25.0	0.5	10	40	1000
3618	25.0	0.5	20	2	100
3619	25.0	0.5	20	2	500
3620	25.0	0.5	20	2	1000
3621	25.0	0.5	20	5	100
3622	25.0	0.5	20	5	500
3623	25.0	0.5	20	5	1000
3624	25.0	0.5	20	10	100
3625	25.0	0.5	20	10	500
3626	25.0	0.5	20	10	1000
3627	25.0	0.5	20	20	100
3628	25.0	0.5	20	20	500
3629	25.0	0.5	20	20	1000
3630	25.0	0.5	20	30	100
3631	25.0	0.5	20	30	500
3632	25.0	0.5	20	30	1000
3633	25.0	0.5	20	40	100
3634	25.0	0.5	20	40	500
3635	25.0	0.5	20	40	1000
3636	25.0	0.5	40	2	100
3637	25.0	0.5	40	2	500
3638	25.0	0.5	40	2	1000
3639	25.0	0.5	40	5	100
3640	25.0	0.5	40	5	500
3641	25.0	0.5	40	5	1000
3642	25.0	0.5	40	10	100
3643	25.0	0.5	40	10	500
3644	25.0	0.5	40	10	1000
3645	25.0	0.5	40	20	100
3646	25.0	0.5	40	20	500
3647	25.0	0.5	40	20	1000
3648	25.0	0.5	40	30	100
3649	25.0	0.5	40	30	500
3650	25.0	0.5	40	30	1000
3651	25.0	0.5	40	40	100
3652	25.0	0.5	40	40	500
3653	25.0	0.5	40	40	1000
3654	25.0	0.5	100	2	100
3655	25.0	0.5	100	2	500
3656	25.0	0.5	100	2	1000
3657	25.0	0.5	100	5	100
3658	25.0	0.5	100	5	500
3659	25.0	0.5	100	5	1000
3660	25.0	0.5	100	10	100
3661	25.0	0.5	100	10	500
3662	25.0	0.5	100	10	1000
3663	25.0	0.5	100	20	100
3664	25.0	0.5	100	20	500
3665	25.0	0.5	100	20	1000
3666	25.0	0.5	100	30	100
3667	25.0	0.5	100	30	500
3668	25.0	0.5	100	30	1000
3669	25.0	0.5	100	40	100
3670	25.0	0.5	100	40	500
3671	25.0	0.5	100	40	1000
3672	25.0	0.75	1	2	100
3673	25.0	0.75	1	2	500
3674	25.0	0.75	1	2	1000
3675	25.0	0.75	1	5	100
3676	25.0	0.75	1	5	500
3677	25.0	0.75	1	5	1000
3678	25.0	0.75	1	10	100
3679	25.0	0.75	1	10	500
3680	25.0	0.75	1	10	1000
3681	25.0	0.75	1	20	100
3682	25.0	0.75	1	20	500
3683	25.0	0.75	1	20	1000
3684	25.0	0.75	1	30	100
3685	25.0	0.75	1	30	500
3686	25.0	0.75	1	30	1000
3687	25.0	0.75	1	40	100
3688	25.0	0.75	1	40	500
3689	25.0	0.75	1	40	1000
3690	25.0	0.75	5	2	100
3691	25.0	0.75	5	2	500
3692	25.0	0.75	5	2	1000
3693	25.0	0.75	5	5	100
3694	25.0	0.75	5	5	500
3695	25.0	0.75	5	5	1000
3696	25.0	0.75	5	10	100
3697	25.0	0.75	5	10	500
3698	25.0	0.75	5	10	1000
3699	25.0	0.75	5	20	100
3700	25.0	0.75	5	20	500
3701	25.0	0.75	5	20	1000
3702	25.0	0.75	5	30	100
3703	25.0	0.75	5	30	500
3704	25.0	0.75	5	30	1000
3705	25.0	0.75	5	40	100
3706	25.0	0.75	5	40	500
3707	25.0	0.75	5	40	1000
3708	25.0	0.75	10	2	100
3709	25.0	0.75	10	2	500
3710	25.0	0.75	10	2	1000
3711	25.0	0.75	10	5	100
3712	25.0	0.75	10	5	500
3713	25.0	0.75	10	5	1000
3714	25.0	0.75	10	10	100
3715	25.0	0.75	10	10	500
3716	25.0	0.75	10	10	1000
3717	25.0	0.75	10	20	100
3718	25.0	0.75	10	20	500
3719	25.0	0.75	10	20	1000
3720	25.0	0.75	10	30	100
3721	25.0	0.75	10	30	500
3722	25.0	0.75	10	30	1000
3723	25.0	0.75	10	40	100
3724	25.0	0.75	10	40	500
3725	25.0	0.75	10	40	1000
3726	25.0	0.75	20	2	100
3727	25.0	0.75	20	2	500
3728	25.0	0.75	20	2	1000
3729	25.0	0.75	20	5	100
3730	25.0	0.75	20	5	500
3731	25.0	0.75	20	5	1000
3732	25.0	0.75	20	10	100
3733	25.0	0.75	20	10	500
3734	25.0	0.75	20	10	1000
3735	25.0	0.75	20	20	100
3736	25.0	0.75	20	20	500
3737	25.0	0.75	20	20	1000
3738	25.0	0.75	20	30	100
3739	25.0	0.75	20	30	500
3740	25.0	0.75	20	30	1000
3741	25.0	0.75	20	40	100
3742	25.0	0.75	20	40	500
3743	25.0	0.75	20	40	1000
3744	25.0	0.75	40	2	100
3745	25.0	0.75	40	2	500
3746	25.0	0.75	40	2	1000
3747	25.0	0.75	40	5	100
3748	25.0	0.75	40	5	500
3749	25.0	0.75	40	5	1000
3750	25.0	0.75	40	10	100
3751	25.0	0.75	40	10	500
3752	25.0	0.75	40	10	1000
3753	25.0	0.75	40	20	100
3754	25.0	0.75	40	20	500
3755	25.0	0.75	40	20	1000
3756	25.0	0.75	40	30	100
3757	25.0	0.75	40	30	500
3758	25.0	0.75	40	30	1000
3759	25.0	0.75	40	40	100
3760	25.0	0.75	40	40	500
3761	25.0	0.75	40	40	1000
3762	25.0	0.75	100	2	100
3763	25.0	0.75	100	2	500
3764	25.0	0.75	100	2	1000
3765	25.0	0.75	100	5	100
3766	25.0	0.75	100	5	500
3767	25.0	0.75	100	5	1000
3768	25.0	0.75	100	10	100
3769	25.0	0.75	100	10	500
3770	25.0	0.75	100	10	1000
3771	25.0	0.75	100	20	100
3772	25.0	0.75	100	20	500
3773	25.0	0.75	100	20	1000
3774	25.0	0.75	100	30	100
3775	25.0	0.75	100	30	500
3776	25.0	0.75	100	30	1000
3777	25.0	0.75	100	40	100
3778	25.0	0.75	100	40	500
3779	25.0	0.75	100	40	1000
3780	25.0	0.9	1	2	100
3781	25.0	0.9	1	2	500
3782	25.0	0.9	1	2	1000
3783	25.0	0.9	1	5	100
3784	25.0	0.9	1	5	500
3785	25.0	0.9	1	5	1000
3786	25.0	0.9	1	10	100
3787	25.0	0.9	1	10	500
3788	25.0	0.9	1	10	1000
3789	25.0	0.9	1	20	100
3790	25.0	0.9	1	20	500
3791	25.0	0.9	1	20	1000
3792	25.0	0.9	1	30	100
3793	25.0	0.9	1	30	500
3794	25.0	0.9	1	30	1000
3795	25.0	0.9	1	40	100
3796	25.0	0.9	1	40	500
3797	25.0	0.9	1	40	1000
3798	25.0	0.9	5	2	100
3799	25.0	0.9	5	2	500
3800	25.0	0.9	5	2	1000
3801	25.0	0.9	5	5	100
3802	25.0	0.9	5	5	500
3803	25.0	0.9	5	5	1000
3804	25.0	0.9	5	10	100
