	index	max_depth	max_features	mean_score	min_samples_leaf	min_samples_split	n_estimators	run_time
803	2046.0	50.0	0.75	0.795	40.0	40.0	200.0	100.37200000000001
804	1168.0	30.0	0.01	0.114	100.0	100.0	400.0	6.5729999999999995
805	2054.0	50.0	0.75	0.763	100.0	2.0	800.0	334.155
806	801.0	15.0	0.25	0.6729999999999999	100.0	20.0	200.0	35.834
807	217.0	5.0	0.25	0.708	20.0	2.0	400.0	81.89699999999999
808	34.0	5.0	0.01	0.139	10.0	100.0	400.0	13.718
809	1060.0	15.0	0.9	0.7959999999999999	40.0	100.0	400.0	226.274
810	3150.0	150.0	0.9	0.8340000000000001	1.0	2.0	200.0	245.868
811	918.0	15.0	0.75	0.821	10.0	2.0	200.0	121.985
812	867.0	15.0	0.5	0.7809999999999999	40.0	5.0	200.0	126.65
813	1568.0	30.0	0.9	0.813	20.0	2.0	800.0	531.698
814	2684.0	100.0	0.9	0.767	100.0	2.0	800.0	372.175
815	486.0	5.0	0.9	0.785	20.0	2.0	200.0	95.244
816	2101.0	50.0	0.9	0.821	10.0	40.0	400.0	280.22900000000004
817	1999.0	50.0	0.75	0.8240000000000001	10.0	2.0	400.0	263.884
818	3051.0	150.0	0.5	0.7440000000000001	100.0	20.0	200.0	64.72399999999999
819	1311.0	30.0	0.25	0.752	20.0	100.0	200.0	36.768
820	1365.0	30.0	0.5	0.8059999999999999	1.0	100.0	200.0	105.98200000000001
821	90.0	5.0	0.1	0.545	1.0	2.0	200.0	38.887
822	2686.0	100.0	0.9	0.767	100.0	5.0	400.0	186.317
823	2412.0	100.0	0.25	0.67	100.0	2.0	200.0	35.014
824	683.0	15.0	0.1	0.65	20.0	100.0	800.0	78.594
825	2313.0	100.0	0.1	0.613	40.0	20.0	200.0	45.468
826	2103.0	50.0	0.9	0.8109999999999999	10.0	100.0	200.0	136.19899999999998
827	1408.0	30.0	0.5	0.782	40.0	5.0	400.0	237.454
828	15.0	5.0	0.01	0.147	1.0	100.0	200.0	4.144
829	1930.0	50.0	0.5	0.802	20.0	5.0	400.0	146.303
830	420.0	5.0	0.75	0.779	40.0	10.0	200.0	140.57299999999998
831	1012.0	15.0	0.9	0.8220000000000001	10.0	5.0	400.0	278.8
832	391.0	5.0	0.75	0.785	10.0	40.0	400.0	213.324
833	1700.0	50.0	0.01	0.11199999999999999	100.0	10.0	800.0	13.863
834	779.0	15.0	0.25	0.735	40.0	5.0	800.0	141.803
835	166.0	5.0	0.1	0.49700000000000005	100.0	5.0	400.0	43.43
836	751.0	15.0	0.25	0.7879999999999999	10.0	40.0	400.0	165.268
837	2911.0	150.0	0.25	0.7879999999999999	10.0	40.0	400.0	88.946
838	259.0	5.0	0.25	0.66	100.0	10.0	400.0	74.286
839	1471.0	30.0	0.75	0.82	10.0	40.0	400.0	476.935
840	2665.0	100.0	0.9	0.797	40.0	2.0	400.0	219.91400000000002
841	986.0	15.0	0.75	0.763	100.0	40.0	800.0	669.5319999999999
842	2184.0	100.0	0.01	0.342	10.0	10.0	200.0	8.832
843	538.0	5.0	0.9	0.764	100.0	100.0	400.0	119.374
844	2166.0	100.0	0.01	0.486	1.0	10.0	200.0	22.083000000000002
845	2705.0	150.0	0.01	0.501	1.0	5.0	800.0	65.475
846	2081.0	50.0	0.9	0.8320000000000001	1.0	20.0	800.0	860.6060000000001
847	800.0	15.0	0.25	0.672	100.0	10.0	800.0	116.759
848	2234.0	100.0	0.01	0.114	100.0	2.0	800.0	24.305
849	1193.0	30.0	0.1	0.711	10.0	5.0	800.0	116.706
850	1143.0	30.0	0.01	0.204	40.0	20.0	200.0	10.933
851	849.0	15.0	0.5	0.8029999999999999	20.0	5.0	200.0	100.281
852	2934.0	150.0	0.25	0.7340000000000001	40.0	2.0	200.0	73.036
853	2454.0	100.0	0.5	0.818	10.0	10.0	200.0	92.925
854	2509.0	100.0	0.5	0.7440000000000001	100.0	10.0	400.0	114.178
855	1798.0	50.0	0.1	0.524	100.0	100.0	400.0	76.694
856	2480.0	100.0	0.5	0.8029999999999999	20.0	40.0	800.0	339.548
857	1990.0	50.0	0.75	0.8320000000000001	1.0	20.0	400.0	374.43
858	710.0	15.0	0.1	0.517	100.0	10.0	800.0	129.881
859	2080.0	50.0	0.9	0.8320000000000001	1.0	20.0	400.0	403.351
860	1047.0	15.0	0.9	0.7979999999999999	40.0	5.0	200.0	117.48
861	35.0	5.0	0.01	0.141	10.0	100.0	800.0	19.887999999999998
862	902.0	15.0	0.75	0.8290000000000001	1.0	2.0	800.0	1204.764
863	2207.0	100.0	0.01	0.26899999999999996	20.0	20.0	800.0	24.897
864	1709.0	50.0	0.01	0.113	100.0	100.0	800.0	14.542
865	2582.0	100.0	0.75	0.794	40.0	10.0	800.0	373.1
866	2812.0	150.0	0.1	0.71	10.0	5.0	400.0	54.18600000000001
867	462.0	5.0	0.9	0.7859999999999999	1.0	40.0	200.0	168.332
868	1212.0	30.0	0.1	0.6679999999999999	20.0	10.0	200.0	24.87
869	2902.0	150.0	0.25	0.794	10.0	5.0	400.0	112.42299999999999
870	284.0	5.0	0.5	0.775	1.0	40.0	800.0	381.288
871	2506.0	100.0	0.5	0.743	100.0	5.0	400.0	138.08100000000002
872	2433.0	100.0	0.5	0.833	1.0	5.0	200.0	147.237
873	627.0	15.0	0.01	0.11599999999999999	100.0	100.0	200.0	2.438
874	1615.0	30.0	0.9	0.767	100.0	40.0	400.0	187.97299999999998
875	1100.0	30.0	0.01	0.332	10.0	2.0	800.0	33.080999999999996
876	3235.0	150.0	0.9	0.767	100.0	40.0	400.0	187.382
877	2630.0	100.0	0.9	0.8240000000000001	10.0	2.0	800.0	710.6210000000001
878	2806.0	150.0	0.1	0.6940000000000001	1.0	100.0	400.0	48.056999999999995
879	253.0	5.0	0.25	0.6629999999999999	100.0	2.0	400.0	91.79899999999999
880	1885.0	50.0	0.25	0.6709999999999999	100.0	40.0	400.0	71.178
881	2755.0	150.0	0.01	0.20600000000000002	40.0	2.0	400.0	12.884
882	2025.0	50.0	0.75	0.81	20.0	20.0	200.0	218.88
883	2214.0	100.0	0.01	0.21100000000000002	40.0	2.0	200.0	4.6739999999999995
884	1587.0	30.0	0.9	0.7979999999999999	40.0	5.0	200.0	116.52
885	2713.0	150.0	0.01	0.455	1.0	40.0	400.0	22.758000000000003
886	2620.0	100.0	0.9	0.8320000000000001	1.0	20.0	400.0	396.83
887	2604.0	100.0	0.75	0.763	100.0	40.0	200.0	89.54799999999999
888	1698.0	50.0	0.01	0.11800000000000001	100.0	10.0	200.0	2.991
889	1350.0	30.0	0.5	0.833	1.0	2.0	200.0	244.597
890	973.0	15.0	0.75	0.763	100.0	2.0	400.0	176.166
891	198.0	5.0	0.25	0.7140000000000001	10.0	2.0	200.0	72.169
892	1234.0	30.0	0.1	0.61	40.0	20.0	400.0	54.192
893	3021.0	150.0	0.5	0.792	20.0	100.0	200.0	167.706
894	2402.0	100.0	0.25	0.735	40.0	10.0	800.0	176.648
895	1745.0	50.0	0.1	0.6709999999999999	10.0	100.0	800.0	300.869
896	805.0	15.0	0.25	0.6729999999999999	100.0	40.0	400.0	140.475
897	2154.0	50.0	0.9	0.7659999999999999	100.0	40.0	200.0	95.667
898	2000.0	50.0	0.75	0.8240000000000001	10.0	2.0	800.0	737.462
899	2426.0	100.0	0.25	0.67	100.0	40.0	800.0	296.053
900	2218.0	100.0	0.01	0.2	40.0	5.0	400.0	17.419
901	2980.0	150.0	0.5	0.83	1.0	20.0	400.0	331.259
902	1230.0	30.0	0.1	0.617	40.0	10.0	200.0	22.087
903	1208.0	30.0	0.1	0.665	20.0	2.0	800.0	97.56700000000001
904	1704.0	50.0	0.01	0.10300000000000001	100.0	40.0	200.0	3.7089999999999996
905	997.0	15.0	0.9	0.828	1.0	10.0	400.0	351.82800000000003
906	7.0	5.0	0.01	0.146	1.0	10.0	400.0	9.526
907	2561.0	100.0	0.75	0.8109999999999999	20.0	5.0	800.0	454.108
908	404.0	5.0	0.75	0.784	20.0	10.0	800.0	384.082
909	1979.0	50.0	0.5	0.7440000000000001	100.0	100.0	800.0	245.72
910	1433.0	30.0	0.5	0.7440000000000001	100.0	20.0	800.0	254.46900000000002
911	1403.0	30.0	0.5	0.792	20.0	100.0	800.0	285.515
912	663.0	15.0	0.1	0.6729999999999999	10.0	100.0	200.0	19.869
913	2383.0	100.0	0.25	0.768	20.0	10.0	400.0	86.477
914	2194.0	100.0	0.01	0.32799999999999996	10.0	100.0	400.0	16.823
915	1020.0	15.0	0.9	0.8190000000000001	10.0	40.0	200.0	256.53
916	2759.0	150.0	0.01	0.203	40.0	5.0	800.0	19.676
917	1996.0	50.0	0.75	0.815	1.0	100.0	400.0	241.84
918	2323.0	100.0	0.1	0.522	100.0	2.0	400.0	35.269
919	2365.0	100.0	0.25	0.795	10.0	10.0	400.0	95.539
920	1486.0	30.0	0.75	0.8109999999999999	20.0	20.0	400.0	219.892
921	2973.0	150.0	0.5	0.833	1.0	5.0	200.0	135.893
922	885.0	15.0	0.5	0.743	100.0	5.0	200.0	60.03
923	3050.0	150.0	0.5	0.743	100.0	10.0	800.0	223.89700000000002
924	498.0	5.0	0.9	0.7859999999999999	20.0	40.0	200.0	66.22800000000001
925	3043.0	150.0	0.5	0.742	100.0	2.0	400.0	121.226
926	3056.0	150.0	0.5	0.743	100.0	40.0	800.0	348.25699999999995
927	269.0	5.0	0.25	0.6609999999999999	100.0	100.0	800.0	338.88300000000004
928	1637.0	50.0	0.01	0.414	1.0	100.0	800.0	71.658
929	2642.0	100.0	0.9	0.821	10.0	40.0	800.0	570.548
930	2928.0	150.0	0.25	0.769	20.0	40.0	200.0	47.847
931	2662.0	100.0	0.9	0.804	20.0	100.0	400.0	242.62900000000002
932	381.0	5.0	0.75	0.785	10.0	5.0	200.0	189.972
933	337.0	5.0	0.5	0.764	40.0	40.0	400.0	318.283
934	1349.0	30.0	0.25	0.6729999999999999	100.0	100.0	800.0	121.064
935	717.0	15.0	0.1	0.525	100.0	100.0	200.0	12.58
936	1063.0	15.0	0.9	0.768	100.0	2.0	400.0	302.35400000000004
937	133.0	5.0	0.1	0.536	20.0	10.0	400.0	75.047
938	299.0	5.0	0.5	0.775	10.0	20.0	800.0	531.46
939	3231.0	150.0	0.9	0.767	100.0	20.0	200.0	92.90299999999999
940	933.0	15.0	0.75	0.8079999999999999	10.0	100.0	200.0	121.333
941	157.0	5.0	0.1	0.525	40.0	40.0	400.0	105.45100000000001
942	276.0	5.0	0.5	0.7759999999999999	1.0	10.0	200.0	64.834
943	649.0	15.0	0.1	0.7090000000000001	10.0	2.0	400.0	64.575
944	2756.0	150.0	0.01	0.21	40.0	2.0	800.0	20.19
945	2165.0	100.0	0.01	0.501	1.0	5.0	800.0	58.391000000000005
946	1102.0	30.0	0.01	0.34	10.0	5.0	400.0	29.774
947	2542.0	100.0	0.75	0.823	10.0	5.0	400.0	359.30800000000005
948	2306.0	100.0	0.1	0.612	40.0	2.0	800.0	85.053
949	2945.0	150.0	0.25	0.733	40.0	20.0	800.0	173.385
950	2042.0	50.0	0.75	0.794	40.0	10.0	800.0	610.065
951	660.0	15.0	0.1	0.7	10.0	40.0	200.0	60.224
952	2955.0	150.0	0.25	0.672	100.0	5.0	200.0	54.912
953	3125.0	150.0	0.75	0.794	40.0	20.0	800.0	668.382
954	2407.0	100.0	0.25	0.735	40.0	40.0	400.0	86.154
955	1075.0	15.0	0.9	0.767	100.0	40.0	400.0	186.425
956	1055.0	15.0	0.9	0.797	40.0	20.0	800.0	406.153
957	1511.0	30.0	0.75	0.792	40.0	100.0	800.0	956.972
958	1678.0	50.0	0.01	0.20600000000000002	40.0	5.0	400.0	10.418
959	2785.0	150.0	0.01	0.109	100.0	40.0	400.0	6.2
960	2817.0	150.0	0.1	0.7120000000000001	10.0	20.0	200.0	26.247
961	2771.0	150.0	0.01	0.20600000000000002	40.0	100.0	800.0	20.543000000000003
962	2083.0	50.0	0.9	0.8270000000000001	1.0	40.0	400.0	313.756
963	2977.0	150.0	0.5	0.8320000000000001	1.0	10.0	400.0	305.566
964	980.0	15.0	0.75	0.763	100.0	10.0	800.0	328.11
965	128.0	5.0	0.1	0.5379999999999999	20.0	2.0	800.0	169.87400000000002
966	99.0	5.0	0.1	0.5429999999999999	1.0	20.0	200.0	40.405
967	2485.0	100.0	0.5	0.7809999999999999	40.0	2.0	400.0	165.208
968	989.0	15.0	0.75	0.763	100.0	100.0	800.0	358.713
969	3047.0	150.0	0.5	0.7440000000000001	100.0	5.0	800.0	232.43599999999998
970	3104.0	150.0	0.75	0.8109999999999999	20.0	10.0	800.0	461.56300000000005
971	646.0	15.0	0.1	0.6859999999999999	1.0	100.0	400.0	55.617
972	1207.0	30.0	0.1	0.667	20.0	2.0	400.0	43.29600000000001
973	1252.0	30.0	0.1	0.529	100.0	20.0	400.0	60.324
974	3182.0	150.0	0.9	0.821	10.0	40.0	800.0	589.891
975	2100.0	50.0	0.9	0.82	10.0	40.0	200.0	147.672
976	52.0	5.0	0.01	0.133	20.0	100.0	400.0	9.587
977	829.0	15.0	0.5	0.8170000000000001	10.0	2.0	400.0	189.343
978	54.0	5.0	0.01	0.128	40.0	2.0	200.0	6.566
979	2.0	5.0	0.01	0.14300000000000002	1.0	2.0	800.0	32.089
980	131.0	5.0	0.1	0.5379999999999999	20.0	5.0	800.0	135.85399999999998
981	2850.0	150.0	0.1	0.612	40.0	10.0	200.0	33.667
982	1054.0	15.0	0.9	0.7979999999999999	40.0	20.0	400.0	207.065
983	3015.0	150.0	0.5	0.8029999999999999	20.0	20.0	200.0	66.559
984	1638.0	50.0	0.01	0.342	10.0	2.0	200.0	15.642999999999999
985	2394.0	100.0	0.25	0.735	40.0	2.0	200.0	109.117
986	548.0	15.0	0.01	0.33299999999999996	1.0	10.0	800.0	27.164
987	193.0	5.0	0.25	0.7120000000000001	1.0	40.0	400.0	242.028
988	256.0	5.0	0.25	0.6609999999999999	100.0	5.0	400.0	119.45299999999999
989	815.0	15.0	0.5	0.828	1.0	5.0	800.0	546.722
990	2037.0	50.0	0.75	0.7929999999999999	40.0	5.0	200.0	121.49799999999999
991	423.0	5.0	0.75	0.778	40.0	20.0	200.0	115.587
992	1790.0	50.0	0.1	0.526	100.0	10.0	800.0	76.654
993	1213.0	30.0	0.1	0.6659999999999999	20.0	10.0	400.0	47.95
994	329.0	5.0	0.5	0.763	40.0	5.0	800.0	396.958
995	1597.0	30.0	0.9	0.7979999999999999	40.0	40.0	400.0	292.834
996	370.0	5.0	0.75	0.7859999999999999	1.0	20.0	400.0	179.13299999999998
997	64.0	5.0	0.01	0.126	40.0	20.0	400.0	14.675
998	3161.0	150.0	0.9	0.8320000000000001	1.0	20.0	800.0	958.7310000000001
999	2764.0	150.0	0.01	0.203	40.0	20.0	400.0	10.703
1000	2391.0	100.0	0.25	0.7509999999999999	20.0	100.0	200.0	66.923
1001	2763.0	150.0	0.01	0.201	40.0	20.0	200.0	5.115
1002	221.0	5.0	0.25	0.7070000000000001	20.0	5.0	800.0	191.50400000000002
1003	2518.0	100.0	0.5	0.7440000000000001	100.0	100.0	400.0	119.751
1004	687.0	15.0	0.1	0.605	40.0	5.0	200.0	35.981
1005	1262.0	30.0	0.25	0.823	1.0	2.0	800.0	417.58
1006	2983.0	150.0	0.5	0.8240000000000001	1.0	40.0	400.0	194.497
1007	287.0	5.0	0.5	0.769	1.0	100.0	800.0	164.451
1008	162.0	5.0	0.1	0.486	100.0	2.0	200.0	8.758
1009	2725.0	150.0	0.01	0.32899999999999996	10.0	10.0	400.0	15.425999999999998
1010	1450.0	30.0	0.75	0.8320000000000001	1.0	20.0	400.0	488.222
1011	2519.0	100.0	0.5	0.7440000000000001	100.0	100.0	800.0	230.003
1012	344.0	5.0	0.5	0.74	100.0	2.0	800.0	393.775
1013	3005.0	150.0	0.5	0.8009999999999999	10.0	100.0	800.0	561.637
1014	604.0	15.0	0.01	0.20600000000000002	40.0	20.0	400.0	6.478
1015	2289.0	100.0	0.1	0.6679999999999999	20.0	5.0	200.0	38.18
1016	86.0	5.0	0.01	0.095	100.0	40.0	800.0	16.672
1017	723.0	15.0	0.25	0.815	1.0	5.0	200.0	63.963
1018	827.0	15.0	0.5	0.8029999999999999	1.0	100.0	800.0	339.296
1019	1865.0	50.0	0.25	0.7340000000000001	40.0	20.0	800.0	254.583
1020	2587.0	100.0	0.75	0.794	40.0	40.0	400.0	176.113
1021	2646.0	100.0	0.9	0.813	20.0	2.0	200.0	140.83
1022	1333.0	30.0	0.25	0.67	100.0	2.0	400.0	61.232
1023	1120.0	30.0	0.01	0.28	20.0	5.0	400.0	13.447000000000001
1024	3200.0	150.0	0.9	0.813	20.0	40.0	800.0	559.092
1025	2033.0	50.0	0.75	0.802	20.0	100.0	800.0	415.43800000000005
1026	2830.0	150.0	0.1	0.6659999999999999	20.0	5.0	400.0	89.98100000000001
1027	1987.0	50.0	0.75	0.8340000000000001	1.0	10.0	400.0	415.25800000000004
1028	1151.0	30.0	0.01	0.207	40.0	100.0	800.0	20.779
1029	2115.0	50.0	0.9	0.813	20.0	20.0	200.0	140.773
1030	2075.0	50.0	0.9	0.835	1.0	5.0	800.0	957.1560000000001
1031	590.0	15.0	0.01	0.255	20.0	40.0	800.0	21.535
1032	1112.0	30.0	0.01	0.332	10.0	40.0	800.0	30.616
1033	2532.0	100.0	0.75	0.8270000000000001	1.0	40.0	200.0	144.612
1034	2220.0	100.0	0.01	0.212	40.0	10.0	200.0	5.367000000000001
1035	3187.0	150.0	0.9	0.813	20.0	2.0	400.0	540.239
1036	2967.0	150.0	0.25	0.6729999999999999	100.0	100.0	200.0	32.111
1037	558.0	15.0	0.01	0.293	10.0	2.0	200.0	4.596
1038	2419.0	100.0	0.25	0.672	100.0	10.0	400.0	129.64600000000002
1039	3108.0	150.0	0.75	0.812	20.0	40.0	200.0	118.17299999999999
1040	2417.0	100.0	0.25	0.672	100.0	5.0	800.0	130.80200000000002
1041	1081.0	30.0	0.01	0.469	1.0	2.0	400.0	52.318000000000005
1042	22.0	5.0	0.01	0.14	10.0	5.0	400.0	11.382
1043	3153.0	150.0	0.9	0.835	1.0	5.0	200.0	243.45
1044	481.0	5.0	0.9	0.7859999999999999	10.0	40.0	400.0	131.779
1045	2649.0	100.0	0.9	0.8140000000000001	20.0	5.0	200.0	139.037
1046	1023.0	15.0	0.9	0.809	10.0	100.0	200.0	123.055
1047	1437.0	30.0	0.5	0.7440000000000001	100.0	100.0	200.0	66.15
1048	1423.0	30.0	0.5	0.7440000000000001	100.0	2.0	400.0	187.579
1049	2762.0	150.0	0.01	0.20800000000000002	40.0	10.0	800.0	17.963
1050	186.0	5.0	0.25	0.7090000000000001	1.0	10.0	200.0	37.681
1051	955.0	15.0	0.75	0.794	40.0	2.0	400.0	209.702
1052	2560.0	100.0	0.75	0.8109999999999999	20.0	5.0	400.0	253.981
1053	171.0	5.0	0.1	0.49	100.0	20.0	200.0	8.982000000000001
1054	2621.0	100.0	0.9	0.8320000000000001	1.0	20.0	800.0	765.0139999999999
1055	1841.0	50.0	0.25	0.77	20.0	5.0	800.0	226.045
1056	1310.0	30.0	0.25	0.77	20.0	40.0	800.0	446.94699999999995
1057	334.0	5.0	0.5	0.763	40.0	20.0	400.0	105.18
1058	51.0	5.0	0.01	0.127	20.0	100.0	200.0	6.825
1059	2615.0	100.0	0.9	0.835	1.0	5.0	800.0	1444.787
1060	742.0	15.0	0.25	0.794	10.0	5.0	400.0	87.611
1061	2256.0	100.0	0.1	0.767	1.0	10.0	200.0	36.676
1062	3207.0	150.0	0.9	0.7979999999999999	40.0	5.0	200.0	114.958
1063	2294.0	100.0	0.1	0.665	20.0	10.0	800.0	136.526
1064	216.0	5.0	0.25	0.7070000000000001	20.0	2.0	200.0	19.23
1065	43.0	5.0	0.01	0.132	20.0	10.0	400.0	13.66
1066	1371.0	30.0	0.5	0.8190000000000001	10.0	5.0	200.0	98.29
1067	962.0	15.0	0.75	0.794	40.0	10.0	800.0	397.49199999999996
1068	1837.0	50.0	0.25	0.7709999999999999	20.0	2.0	400.0	88.665
1069	2664.0	100.0	0.9	0.797	40.0	2.0	200.0	125.441
1070	1612.0	30.0	0.9	0.767	100.0	20.0	400.0	216.352
1071	2222.0	100.0	0.01	0.20199999999999999	40.0	10.0	800.0	19.676
1072	3136.0	150.0	0.75	0.763	100.0	5.0	400.0	179.85
1073	1493.0	30.0	0.75	0.802	20.0	100.0	800.0	387.222
1074	3180.0	150.0	0.9	0.821	10.0	40.0	200.0	139.30700000000002
1075	1765.0	50.0	0.1	0.612	40.0	2.0	400.0	83.446
1076	2403.0	100.0	0.25	0.728	40.0	20.0	200.0	38.723
1077	2248.0	100.0	0.01	0.11699999999999999	100.0	100.0	400.0	7.1370000000000005
1078	2410.0	100.0	0.25	0.73	40.0	100.0	400.0	79.742
1079	733.0	15.0	0.25	0.8009999999999999	1.0	40.0	400.0	202.84
1080	2592.0	100.0	0.75	0.763	100.0	2.0	200.0	84.07600000000001
1081	721.0	15.0	0.25	0.8170000000000001	1.0	2.0	400.0	150.868
1082	1616.0	30.0	0.9	0.767	100.0	40.0	800.0	672.184
1083	2772.0	150.0	0.01	0.11900000000000001	100.0	2.0	200.0	3.505
1084	2468.0	100.0	0.5	0.8029999999999999	20.0	2.0	800.0	477.926
1085	914.0	15.0	0.75	0.8220000000000001	1.0	40.0	800.0	519.479
1086	2857.0	150.0	0.1	0.61	40.0	40.0	400.0	38.995
1087	1088.0	30.0	0.01	0.457	1.0	10.0	800.0	50.57
1088	389.0	5.0	0.75	0.785	10.0	20.0	800.0	325.824
1089	2505.0	100.0	0.5	0.743	100.0	5.0	200.0	67.369
1090	16.0	5.0	0.01	0.147	1.0	100.0	400.0	12.341
1091	1246.0	30.0	0.1	0.524	100.0	5.0	400.0	74.495
1092	2398.0	100.0	0.25	0.7340000000000001	40.0	5.0	400.0	76.399
1093	1187.0	30.0	0.1	0.693	1.0	100.0	800.0	91.10700000000001
1094	602.0	15.0	0.01	0.201	40.0	10.0	800.0	18.085
1095	1323.0	30.0	0.25	0.732	40.0	20.0	200.0	38.24
1096	1674.0	50.0	0.01	0.21	40.0	2.0	200.0	5.287999999999999
1097	2951.0	150.0	0.25	0.732	40.0	100.0	800.0	163.447
1098	2600.0	100.0	0.75	0.763	100.0	10.0	800.0	314.399
1099	3198.0	150.0	0.9	0.812	20.0	40.0	200.0	273.423
1100	2019.0	50.0	0.75	0.8109999999999999	20.0	5.0	200.0	222.947
1101	2299.0	100.0	0.1	0.664	20.0	40.0	400.0	45.853
1102	2987.0	150.0	0.5	0.8059999999999999	1.0	100.0	800.0	348.94800000000004
1103	1691.0	50.0	0.01	0.204	40.0	100.0	800.0	21.055999999999997
1104	1667.0	50.0	0.01	0.27899999999999997	20.0	20.0	800.0	24.734
1105	837.0	15.0	0.5	0.816	10.0	20.0	200.0	90.069
1106	395.0	5.0	0.75	0.782	10.0	100.0	800.0	872.257
1107	1261.0	30.0	0.25	0.823	1.0	2.0	400.0	220.639
1108	2028.0	50.0	0.75	0.8109999999999999	20.0	40.0	200.0	111.156
1109	818.0	15.0	0.5	0.8270000000000001	1.0	10.0	800.0	442.995
1110	231.0	5.0	0.25	0.701	20.0	100.0	200.0	55.622
1111	1916.0	50.0	0.5	0.818	10.0	10.0	800.0	421.68300000000005
1112	870.0	15.0	0.5	0.782	40.0	10.0	200.0	69.457
1113	496.0	5.0	0.9	0.7859999999999999	20.0	20.0	400.0	302.971
1114	1878.0	50.0	0.25	0.672	100.0	10.0	200.0	27.791
1115	736.0	15.0	0.25	0.775	1.0	100.0	400.0	112.1
1116	1237.0	30.0	0.1	0.614	40.0	40.0	400.0	41.956
1117	475.0	5.0	0.9	0.7859999999999999	10.0	10.0	400.0	543.862
1118	2043.0	50.0	0.75	0.794	40.0	20.0	200.0	241.275
1119	2885.0	150.0	0.25	0.823	1.0	5.0	800.0	372.671
1120	24.0	5.0	0.01	0.14	10.0	10.0	200.0	4.666
1121	891.0	15.0	0.5	0.743	100.0	20.0	200.0	63.148
1122	2298.0	100.0	0.1	0.6709999999999999	20.0	40.0	200.0	26.771
1123	2183.0	100.0	0.01	0.335	10.0	5.0	800.0	48.858999999999995
1124	3165.0	150.0	0.9	0.815	1.0	100.0	200.0	165.065
1125	2077.0	50.0	0.9	0.8340000000000001	1.0	10.0	400.0	737.755
1126	2152.0	50.0	0.9	0.767	100.0	20.0	400.0	182.84799999999998
1127	1389.0	30.0	0.5	0.802	20.0	5.0	200.0	93.23100000000001
1128	47.0	5.0	0.01	0.138	20.0	20.0	800.0	18.275
1129	208.0	5.0	0.25	0.713	10.0	20.0	400.0	155.16
1130	745.0	15.0	0.25	0.794	10.0	10.0	400.0	92.057
1131	357.0	5.0	0.5	0.7390000000000001	100.0	100.0	200.0	112.90100000000001
1132	170.0	5.0	0.1	0.494	100.0	10.0	800.0	167.273
1133	1148.0	30.0	0.01	0.201	40.0	40.0	800.0	30.761
1134	417.0	5.0	0.75	0.778	40.0	5.0	200.0	201.68900000000002
1135	2139.0	50.0	0.9	0.795	40.0	100.0	200.0	230.785
1136	2009.0	50.0	0.75	0.823	10.0	20.0	800.0	570.818
1137	1934.0	50.0	0.5	0.8029999999999999	20.0	10.0	800.0	341.05300000000005
1138	354.0	5.0	0.5	0.74	100.0	40.0	200.0	92.236
1139	1723.0	50.0	0.1	0.737	1.0	40.0	400.0	61.196999999999996
1140	3234.0	150.0	0.9	0.767	100.0	40.0	200.0	98.314
1141	225.0	5.0	0.25	0.703	20.0	20.0	200.0	36.824
1142	1517.0	30.0	0.75	0.763	100.0	5.0	800.0	319.193
1143	322.0	5.0	0.5	0.767	20.0	100.0	400.0	155.296
1144	3083.0	150.0	0.75	0.823	10.0	5.0	800.0	835.2239999999999
1145	295.0	5.0	0.5	0.775	10.0	10.0	400.0	162.06
1146	3130.0	150.0	0.75	0.792	40.0	100.0	400.0	257.36
1147	1345.0	30.0	0.25	0.674	100.0	40.0	400.0	64.878
1148	1404.0	30.0	0.5	0.782	40.0	2.0	200.0	67.735
1149	1231.0	30.0	0.1	0.609	40.0	10.0	400.0	65.191
1150	2349.0	100.0	0.25	0.815	1.0	20.0	200.0	63.049
1151	2845.0	150.0	0.1	0.613	40.0	2.0	400.0	44.06100000000001
1152	1521.0	30.0	0.75	0.763	100.0	20.0	200.0	94.089
1153	1689.0	50.0	0.01	0.203	40.0	100.0	200.0	4.468
1154	1696.0	50.0	0.01	0.113	100.0	5.0	400.0	6.571000000000001
1155	152.0	5.0	0.1	0.52	40.0	10.0	800.0	100.147
1156	2754.0	150.0	0.01	0.19699999999999998	40.0	2.0	200.0	5.419
1157	163.0	5.0	0.1	0.495	100.0	2.0	400.0	57.778999999999996
1158	900.0	15.0	0.75	0.8290000000000001	1.0	2.0	200.0	179.37400000000002
1159	1634.0	50.0	0.01	0.457	1.0	40.0	800.0	92.706
1160	1758.0	50.0	0.1	0.6659999999999999	20.0	40.0	200.0	25.949
1161	2291.0	100.0	0.1	0.667	20.0	5.0	800.0	95.959
1162	645.0	15.0	0.1	0.685	1.0	100.0	200.0	26.522
1163	2892.0	150.0	0.25	0.805	1.0	40.0	200.0	101.69
1164	530.0	5.0	0.9	0.763	100.0	10.0	800.0	243.761
1165	576.0	15.0	0.01	0.257	20.0	2.0	200.0	4.136
1166	139.0	5.0	0.1	0.531	20.0	40.0	400.0	39.469
1167	2557.0	100.0	0.75	0.8109999999999999	20.0	2.0	400.0	464.42699999999996
1168	785.0	15.0	0.25	0.7340000000000001	40.0	20.0	800.0	278.916
1169	1589.0	30.0	0.9	0.797	40.0	5.0	800.0	461.57099999999997
1170	1840.0	50.0	0.25	0.769	20.0	5.0	400.0	99.999
