	index	max_depth	max_features	mean_score	min_samples_leaf	min_samples_split	n_estimators	run_time
1648	1320.0	30.0	0.25	0.736	40.0	10.0	200.0	38.159
1649	560.0	15.0	0.01	0.284	10.0	2.0	800.0	19.747
1650	2288.0	100.0	0.1	0.67	20.0	2.0	800.0	106.303
1651	2492.0	100.0	0.5	0.782	40.0	10.0	800.0	322.144
1652	1065.0	15.0	0.9	0.767	100.0	5.0	200.0	216.447
1653	2455.0	100.0	0.5	0.8190000000000001	10.0	10.0	400.0	185.771
1654	1394.0	30.0	0.5	0.8029999999999999	20.0	10.0	800.0	330.1
1655	2099.0	50.0	0.9	0.825	10.0	20.0	800.0	672.222
1656	3081.0	150.0	0.75	0.823	10.0	5.0	200.0	132.148
1657	2893.0	150.0	0.25	0.8059999999999999	1.0	40.0	400.0	105.23
1658	2613.0	100.0	0.9	0.835	1.0	5.0	200.0	244.878
1659	1594.0	30.0	0.9	0.797	40.0	20.0	400.0	231.32299999999998
1660	28.0	5.0	0.01	0.146	10.0	20.0	400.0	13.427
1661	1733.0	50.0	0.1	0.711	10.0	5.0	800.0	270.345
1662	1548.0	30.0	0.9	0.8240000000000001	10.0	2.0	200.0	159.297
1663	2510.0	100.0	0.5	0.743	100.0	10.0	800.0	391.339
1664	2603.0	100.0	0.75	0.763	100.0	20.0	800.0	339.727
1665	222.0	5.0	0.25	0.7070000000000001	20.0	10.0	200.0	41.631
1666	1632.0	50.0	0.01	0.457	1.0	40.0	200.0	19.750999999999998
1667	3159.0	150.0	0.9	0.8320000000000001	1.0	20.0	200.0	187.13
1668	2415.0	100.0	0.25	0.667	100.0	5.0	200.0	28.328000000000003
1669	981.0	15.0	0.75	0.762	100.0	20.0	200.0	228.997
1670	995.0	15.0	0.9	0.8290000000000001	1.0	5.0	800.0	1550.0620000000001
1671	75.0	5.0	0.01	0.099	100.0	5.0	200.0	5.821000000000001
1672	3097.0	150.0	0.75	0.8109999999999999	20.0	2.0	400.0	659.8510000000001
1673	1821.0	50.0	0.25	0.794	10.0	5.0	200.0	47.12
1674	2443.0	100.0	0.5	0.8240000000000001	1.0	40.0	400.0	196.305
1675	286.0	5.0	0.5	0.769	1.0	100.0	400.0	143.68
1676	3199.0	150.0	0.9	0.813	20.0	40.0	400.0	429.116
1677	1485.0	30.0	0.75	0.8109999999999999	20.0	20.0	200.0	146.151
1678	124.0	5.0	0.1	0.531	10.0	100.0	400.0	41.398999999999994
1679	2074.0	50.0	0.9	0.835	1.0	5.0	400.0	436.38800000000003
1680	427.0	5.0	0.75	0.779	40.0	40.0	400.0	264.661
1681	2910.0	150.0	0.25	0.79	10.0	40.0	200.0	60.792
1682	2089.0	50.0	0.9	0.8240000000000001	10.0	2.0	400.0	562.45
1683	556.0	15.0	0.01	0.312	1.0	100.0	400.0	11.993
1684	12.0	5.0	0.01	0.149	1.0	40.0	200.0	4.4830000000000005
1685	2809.0	150.0	0.1	0.711	10.0	2.0	400.0	52.276
1686	1142.0	30.0	0.01	0.204	40.0	10.0	800.0	21.103
1687	2318.0	100.0	0.1	0.612	40.0	40.0	800.0	102.59100000000001
1688	3162.0	150.0	0.9	0.828	1.0	40.0	200.0	175.234
1689	3025.0	150.0	0.5	0.7809999999999999	40.0	2.0	400.0	400.434
1690	2026.0	50.0	0.75	0.8109999999999999	20.0	20.0	400.0	324.303
1691	774.0	15.0	0.25	0.733	40.0	2.0	200.0	34.631
1692	1243.0	30.0	0.1	0.521	100.0	2.0	400.0	31.574
1693	1127.0	30.0	0.01	0.27399999999999997	20.0	20.0	800.0	49.358000000000004
1694	1844.0	50.0	0.25	0.77	20.0	10.0	800.0	186.43
1695	1005.0	15.0	0.9	0.812	1.0	100.0	200.0	120.916
1696	490.0	5.0	0.9	0.785	20.0	5.0	400.0	525.303
1697	2526.0	100.0	0.75	0.8340000000000001	1.0	10.0	200.0	182.551
1698	1135.0	30.0	0.01	0.204	40.0	2.0	400.0	10.4
1699	1072.0	15.0	0.9	0.767	100.0	20.0	400.0	176.73
1700	2595.0	100.0	0.75	0.764	100.0	5.0	200.0	97.14200000000001
1701	1962.0	50.0	0.5	0.7440000000000001	100.0	2.0	200.0	69.583
1702	211.0	5.0	0.25	0.7140000000000001	10.0	40.0	400.0	109.845
1703	965.0	15.0	0.75	0.794	40.0	20.0	800.0	474.099
1704	402.0	5.0	0.75	0.784	20.0	10.0	200.0	113.361
1705	209.0	5.0	0.25	0.713	10.0	20.0	800.0	237.06099999999998
1706	1202.0	30.0	0.1	0.701	10.0	40.0	800.0	116.072
1707	1575.0	30.0	0.9	0.812	20.0	20.0	200.0	130.91
1708	1067.0	15.0	0.9	0.767	100.0	5.0	800.0	375.477
1709	1281.0	30.0	0.25	0.794	10.0	5.0	200.0	50.96
1710	1858.0	50.0	0.25	0.733	40.0	5.0	400.0	77.477
1711	1203.0	30.0	0.1	0.672	10.0	100.0	200.0	21.052
1712	2568.0	100.0	0.75	0.8109999999999999	20.0	40.0	200.0	151.352
1713	3196.0	150.0	0.9	0.813	20.0	20.0	400.0	231.127
1714	3171.0	150.0	0.9	0.8240000000000001	10.0	5.0	200.0	157.784
1715	2525.0	100.0	0.75	0.835	1.0	5.0	800.0	808.738
1716	2259.0	100.0	0.1	0.759	1.0	20.0	200.0	34.229
1717	1.0	5.0	0.01	0.14400000000000002	1.0	2.0	400.0	14.505
1718	2458.0	100.0	0.5	0.8190000000000001	10.0	20.0	400.0	189.69400000000002
1719	1155.0	30.0	0.01	0.114	100.0	5.0	200.0	3.69
1720	632.0	15.0	0.1	0.758	1.0	2.0	800.0	171.403
1721	1318.0	30.0	0.25	0.733	40.0	5.0	400.0	198.56799999999998
1722	2090.0	50.0	0.9	0.8240000000000001	10.0	2.0	800.0	1212.088
1723	2198.0	100.0	0.01	0.273	20.0	2.0	800.0	33.255
1724	2444.0	100.0	0.5	0.8240000000000001	1.0	40.0	800.0	393.10699999999997
1725	2545.0	100.0	0.75	0.823	10.0	10.0	400.0	403.274
1726	2918.0	150.0	0.25	0.769	20.0	2.0	800.0	188.67
1727	254.0	5.0	0.25	0.6629999999999999	100.0	2.0	800.0	174.905
1728	549.0	15.0	0.01	0.33399999999999996	1.0	20.0	200.0	5.207999999999999
1729	674.0	15.0	0.1	0.664	20.0	10.0	800.0	82.697
1730	2049.0	50.0	0.75	0.7909999999999999	40.0	100.0	200.0	172.27200000000002
1731	2348.0	100.0	0.25	0.821	1.0	10.0	800.0	346.716
1732	2295.0	100.0	0.1	0.665	20.0	20.0	200.0	39.389
1733	2683.0	100.0	0.9	0.767	100.0	2.0	400.0	176.472
1734	3184.0	150.0	0.9	0.8109999999999999	10.0	100.0	400.0	245.903
1735	2396.0	100.0	0.25	0.7340000000000001	40.0	2.0	800.0	157.24200000000002
1736	414.0	5.0	0.75	0.778	40.0	2.0	200.0	56.235
1737	115.0	5.0	0.1	0.54	10.0	10.0	400.0	81.036
1738	1291.0	30.0	0.25	0.79	10.0	40.0	400.0	89.194
1739	3155.0	150.0	0.9	0.835	1.0	5.0	800.0	994.6469999999999
1740	2035.0	50.0	0.75	0.794	40.0	2.0	400.0	187.707
1741	765.0	15.0	0.25	0.77	20.0	20.0	200.0	35.681
1742	1719.0	50.0	0.1	0.759	1.0	20.0	200.0	35.758
1743	561.0	15.0	0.01	0.281	10.0	5.0	200.0	4.553
1744	1368.0	30.0	0.5	0.818	10.0	2.0	200.0	88.429
1745	2231.0	100.0	0.01	0.203	40.0	100.0	800.0	20.351
1746	1242.0	30.0	0.1	0.525	100.0	2.0	200.0	44.17
1747	2618.0	100.0	0.9	0.8340000000000001	1.0	10.0	800.0	1538.358
1748	3037.0	150.0	0.5	0.7809999999999999	40.0	40.0	400.0	129.866
1749	235.0	5.0	0.25	0.693	40.0	2.0	400.0	48.79600000000001
1750	1647.0	50.0	0.01	0.335	10.0	20.0	200.0	7.55
1751	919.0	15.0	0.75	0.821	10.0	2.0	400.0	265.355
1752	1014.0	15.0	0.9	0.821	10.0	10.0	200.0	148.623
1753	662.0	15.0	0.1	0.696	10.0	40.0	800.0	83.54299999999999
1754	1740.0	50.0	0.1	0.7	10.0	40.0	200.0	23.633000000000003
1755	974.0	15.0	0.75	0.763	100.0	2.0	800.0	335.619
1756	2841.0	150.0	0.1	0.648	20.0	100.0	200.0	24.951999999999998
1757	701.0	15.0	0.1	0.608	40.0	100.0	800.0	62.733000000000004
1758	1355.0	30.0	0.5	0.8340000000000001	1.0	5.0	800.0	836.0210000000001
1759	2138.0	50.0	0.9	0.7979999999999999	40.0	40.0	800.0	382.01599999999996
1760	364.0	5.0	0.75	0.7859999999999999	1.0	5.0	400.0	375.54400000000004
1761	298.0	5.0	0.5	0.775	10.0	20.0	400.0	269.096
1762	982.0	15.0	0.75	0.763	100.0	20.0	400.0	161.065
1763	2093.0	50.0	0.9	0.8240000000000001	10.0	5.0	800.0	1052.221
1764	998.0	15.0	0.9	0.828	1.0	10.0	800.0	812.1260000000001
1765	2233.0	100.0	0.01	0.11199999999999999	100.0	2.0	400.0	7.065
1766	2981.0	150.0	0.5	0.83	1.0	20.0	800.0	505.38599999999997
1767	1810.0	50.0	0.25	0.816	1.0	20.0	400.0	136.98
1768	1264.0	30.0	0.25	0.8220000000000001	1.0	5.0	400.0	182.61
1769	2143.0	50.0	0.9	0.767	100.0	2.0	400.0	200.148
1770	59.0	5.0	0.01	0.127	40.0	5.0	800.0	26.355
1771	2027.0	50.0	0.75	0.8109999999999999	20.0	20.0	800.0	409.92900000000003
1772	2559.0	100.0	0.75	0.8109999999999999	20.0	5.0	200.0	111.014
1773	1289.0	30.0	0.25	0.795	10.0	20.0	800.0	230.80700000000002
1774	2276.0	100.0	0.1	0.7120000000000001	10.0	10.0	800.0	169.12599999999998
1775	2339.0	100.0	0.1	0.522	100.0	100.0	800.0	61.853
1776	2068.0	50.0	0.75	0.764	100.0	100.0	400.0	171.332
1777	2296.0	100.0	0.1	0.67	20.0	20.0	400.0	53.817
1778	272.0	5.0	0.5	0.777	1.0	2.0	800.0	301.94599999999997
1779	240.0	5.0	0.25	0.698	40.0	10.0	200.0	93.178
1780	1748.0	50.0	0.1	0.665	20.0	2.0	800.0	103.098
1781	2279.0	100.0	0.1	0.711	10.0	20.0	800.0	253.878
1782	4.0	5.0	0.01	0.147	1.0	5.0	400.0	14.887
1783	1154.0	30.0	0.01	0.12	100.0	2.0	800.0	14.737
1784	2088.0	50.0	0.9	0.8240000000000001	10.0	2.0	200.0	150.97
1785	472.0	5.0	0.9	0.787	10.0	5.0	400.0	412.969
1786	3223.0	150.0	0.9	0.767	100.0	2.0	400.0	173.541
1787	227.0	5.0	0.25	0.706	20.0	20.0	800.0	75.35
1788	2815.0	150.0	0.1	0.7090000000000001	10.0	10.0	400.0	66.233
1789	2048.0	50.0	0.75	0.794	40.0	40.0	800.0	382.714
1790	1220.0	30.0	0.1	0.667	20.0	40.0	800.0	104.581
1791	910.0	15.0	0.75	0.826	1.0	20.0	400.0	304.77299999999997
1792	610.0	15.0	0.01	0.203	40.0	100.0	400.0	7.587000000000001
1793	1409.0	30.0	0.5	0.7809999999999999	40.0	5.0	800.0	469.065
1794	2312.0	100.0	0.1	0.612	40.0	10.0	800.0	89.329
1795	789.0	15.0	0.25	0.7290000000000001	40.0	100.0	200.0	34.149
1796	2272.0	100.0	0.1	0.708	10.0	5.0	400.0	99.24
1797	941.0	15.0	0.75	0.81	20.0	5.0	800.0	431.708
1798	1857.0	50.0	0.25	0.731	40.0	5.0	200.0	109.244
1799	711.0	15.0	0.1	0.521	100.0	20.0	200.0	12.702
1800	2591.0	100.0	0.75	0.792	40.0	100.0	800.0	367.139
1801	1274.0	30.0	0.25	0.8059999999999999	1.0	40.0	800.0	224.358
1802	2432.0	100.0	0.5	0.833	1.0	2.0	800.0	665.913
1803	3225.0	150.0	0.9	0.767	100.0	5.0	200.0	95.081
1804	1729.0	50.0	0.1	0.713	10.0	2.0	400.0	50.781000000000006
1805	1906.0	50.0	0.5	0.8059999999999999	1.0	100.0	400.0	165.002
1806	1965.0	50.0	0.5	0.7440000000000001	100.0	5.0	200.0	60.997
1807	2877.0	150.0	0.1	0.521	100.0	100.0	200.0	15.405999999999999
1808	3001.0	150.0	0.5	0.815	10.0	40.0	400.0	175.49099999999999
1809	2818.0	150.0	0.1	0.7090000000000001	10.0	20.0	400.0	62.368
1810	1508.0	30.0	0.75	0.794	40.0	40.0	800.0	1032.506
1811	2237.0	100.0	0.01	0.109	100.0	5.0	800.0	12.272
1812	3179.0	150.0	0.9	0.8240000000000001	10.0	20.0	800.0	597.955
1813	1300.0	30.0	0.25	0.77	20.0	5.0	400.0	91.684
1814	2776.0	150.0	0.01	0.122	100.0	5.0	400.0	5.926
1815	1451.0	30.0	0.75	0.8320000000000001	1.0	20.0	800.0	1103.481
1816	180.0	5.0	0.25	0.713	1.0	2.0	200.0	64.669
1817	101.0	5.0	0.1	0.542	1.0	20.0	800.0	135.118
1818	494.0	5.0	0.9	0.7859999999999999	20.0	10.0	800.0	702.1239999999999
1819	1718.0	50.0	0.1	0.77	1.0	10.0	800.0	222.74400000000003
1820	1195.0	30.0	0.1	0.711	10.0	10.0	400.0	66.68
1821	2905.0	150.0	0.25	0.795	10.0	10.0	400.0	108.025
1822	360.0	5.0	0.75	0.7859999999999999	1.0	2.0	200.0	115.315
1823	2846.0	150.0	0.1	0.612	40.0	2.0	800.0	88.641
1824	2840.0	150.0	0.1	0.669	20.0	40.0	800.0	94.681
1825	2362.0	100.0	0.25	0.795	10.0	5.0	400.0	111.389
1826	3058.0	150.0	0.5	0.7440000000000001	100.0	100.0	400.0	126.92200000000001
1827	2445.0	100.0	0.5	0.8059999999999999	1.0	100.0	200.0	71.058
1828	2437.0	100.0	0.5	0.8320000000000001	1.0	10.0	400.0	263.272
1829	485.0	5.0	0.9	0.784	10.0	100.0	800.0	529.821
1830	2827.0	150.0	0.1	0.6679999999999999	20.0	2.0	400.0	45.762
1831	1400.0	30.0	0.5	0.8029999999999999	20.0	40.0	800.0	346.68300000000005
1832	2706.0	150.0	0.01	0.489	1.0	10.0	200.0	14.2
1833	1382.0	30.0	0.5	0.815	10.0	40.0	800.0	769.975
1834	2558.0	100.0	0.75	0.8109999999999999	20.0	2.0	800.0	427.986
1835	1358.0	30.0	0.5	0.8320000000000001	1.0	10.0	800.0	864.45
1836	868.0	15.0	0.5	0.7809999999999999	40.0	5.0	400.0	134.12
1837	1329.0	30.0	0.25	0.7290000000000001	40.0	100.0	200.0	36.501
1838	605.0	15.0	0.01	0.2	40.0	20.0	800.0	15.805
1839	1672.0	50.0	0.01	0.265	20.0	100.0	400.0	13.754000000000001
1840	1800.0	50.0	0.25	0.8220000000000001	1.0	2.0	200.0	101.976
1841	2821.0	150.0	0.1	0.7	10.0	40.0	400.0	56.172
1842	758.0	15.0	0.25	0.768	20.0	2.0	800.0	366.466
1843	60.0	5.0	0.01	0.13	40.0	10.0	200.0	4.303
1844	1901.0	50.0	0.5	0.83	1.0	20.0	800.0	953.576
1845	332.0	5.0	0.5	0.763	40.0	10.0	800.0	489.11
1846	863.0	15.0	0.5	0.7909999999999999	20.0	100.0	800.0	503.12
1847	3191.0	150.0	0.9	0.813	20.0	5.0	800.0	550.977
1848	1017.0	15.0	0.9	0.821	10.0	20.0	200.0	134.923
1849	893.0	15.0	0.5	0.7440000000000001	100.0	20.0	800.0	231.709
1850	2380.0	100.0	0.25	0.77	20.0	5.0	400.0	164.998
1851	1669.0	50.0	0.01	0.272	20.0	40.0	400.0	13.225
1852	860.0	15.0	0.5	0.802	20.0	40.0	800.0	321.043
1853	1540.0	30.0	0.9	0.8320000000000001	1.0	20.0	400.0	361.727
1854	359.0	5.0	0.5	0.738	100.0	100.0	800.0	119.03299999999999
1855	984.0	15.0	0.75	0.762	100.0	40.0	200.0	160.859
1856	385.0	5.0	0.75	0.785	10.0	10.0	400.0	347.12800000000004
1857	954.0	15.0	0.75	0.795	40.0	2.0	200.0	103.87200000000001
1858	172.0	5.0	0.1	0.491	100.0	20.0	400.0	33.63
1859	1128.0	30.0	0.01	0.27399999999999997	20.0	40.0	200.0	7.63
1860	2007.0	50.0	0.75	0.8240000000000001	10.0	20.0	200.0	172.343
1861	1579.0	30.0	0.9	0.813	20.0	40.0	400.0	413.586
1862	321.0	5.0	0.5	0.7659999999999999	20.0	100.0	200.0	139.615
1863	233.0	5.0	0.25	0.6990000000000001	20.0	100.0	800.0	158.34
1864	2150.0	50.0	0.9	0.767	100.0	10.0	800.0	449.944
1865	1743.0	50.0	0.1	0.67	10.0	100.0	200.0	24.971999999999998
1866	1692.0	50.0	0.01	0.11199999999999999	100.0	2.0	200.0	6.829
1867	2869.0	150.0	0.1	0.52	100.0	10.0	400.0	35.698
1868	1929.0	50.0	0.5	0.8029999999999999	20.0	5.0	200.0	104.564
1869	2282.0	100.0	0.1	0.703	10.0	40.0	800.0	100.611
1870	1140.0	30.0	0.01	0.21100000000000002	40.0	10.0	200.0	12.615
1871	1703.0	50.0	0.01	0.115	100.0	20.0	800.0	14.73
1872	328.0	5.0	0.5	0.764	40.0	5.0	400.0	196.762
1873	1233.0	30.0	0.1	0.611	40.0	20.0	200.0	58.025
1874	2790.0	150.0	0.1	0.774	1.0	2.0	200.0	57.872
1875	2943.0	150.0	0.25	0.732	40.0	20.0	200.0	45.406000000000006
1876	2805.0	150.0	0.1	0.693	1.0	100.0	200.0	24.862
1877	127.0	5.0	0.1	0.535	20.0	2.0	400.0	24.592
1878	136.0	5.0	0.1	0.5329999999999999	20.0	20.0	400.0	58.825
1879	2266.0	100.0	0.1	0.6940000000000001	1.0	100.0	400.0	47.79600000000001
1880	1216.0	30.0	0.1	0.6709999999999999	20.0	20.0	400.0	48.93600000000001
1881	2718.0	150.0	0.01	0.335	10.0	2.0	200.0	7.129
1882	1385.0	30.0	0.5	0.8	10.0	100.0	800.0	319.72700000000003
1883	1909.0	50.0	0.5	0.8190000000000001	10.0	2.0	400.0	203.804
1884	664.0	15.0	0.1	0.67	10.0	100.0	400.0	36.749
1885	2084.0	50.0	0.9	0.828	1.0	40.0	800.0	667.784
1886	944.0	15.0	0.75	0.8109999999999999	20.0	10.0	800.0	821.5369999999999
1887	2757.0	150.0	0.01	0.221	40.0	5.0	200.0	5.205
1888	2345.0	100.0	0.25	0.8220000000000001	1.0	5.0	800.0	599.013
1889	2623.0	100.0	0.9	0.8270000000000001	1.0	40.0	400.0	505.63599999999997
1890	533.0	5.0	0.9	0.763	100.0	20.0	800.0	254.513
1891	2262.0	100.0	0.1	0.7390000000000001	1.0	40.0	200.0	50.725
1892	390.0	5.0	0.75	0.785	10.0	40.0	200.0	184.30900000000003
1893	2134.0	50.0	0.9	0.7979999999999999	40.0	20.0	400.0	224.176
1894	468.0	5.0	0.9	0.7859999999999999	10.0	2.0	200.0	187.74400000000003
1895	720.0	15.0	0.25	0.8170000000000001	1.0	2.0	200.0	74.906
1896	1038.0	15.0	0.9	0.812	20.0	40.0	200.0	134.864
1897	2208.0	100.0	0.01	0.278	20.0	40.0	200.0	5.675
1898	1109.0	30.0	0.01	0.335	10.0	20.0	800.0	29.706999999999997
1899	2688.0	100.0	0.9	0.767	100.0	10.0	200.0	96.90100000000001
1900	425.0	5.0	0.75	0.779	40.0	20.0	800.0	377.208
1901	1238.0	30.0	0.1	0.61	40.0	40.0	800.0	91.61399999999999
1902	1633.0	50.0	0.01	0.457	1.0	40.0	400.0	43.207
1903	65.0	5.0	0.01	0.128	40.0	20.0	800.0	28.243000000000002
1904	1605.0	30.0	0.9	0.7659999999999999	100.0	5.0	200.0	107.869
1905	1833.0	50.0	0.25	0.7659999999999999	10.0	100.0	200.0	39.015
1906	2797.0	150.0	0.1	0.768	1.0	10.0	400.0	93.79799999999999
1907	2513.0	100.0	0.5	0.7440000000000001	100.0	20.0	800.0	661.967
1908	56.0	5.0	0.01	0.127	40.0	2.0	800.0	21.551
1909	2949.0	150.0	0.25	0.731	40.0	100.0	200.0	38.57
1910	1613.0	30.0	0.9	0.767	100.0	20.0	800.0	323.35
1911	1191.0	30.0	0.1	0.711	10.0	5.0	200.0	25.612
1912	1431.0	30.0	0.5	0.7440000000000001	100.0	20.0	200.0	62.192
1913	2667.0	100.0	0.9	0.797	40.0	5.0	200.0	265.705
1914	1542.0	30.0	0.9	0.8270000000000001	1.0	40.0	200.0	174.662
1915	1488.0	30.0	0.75	0.8109999999999999	20.0	40.0	200.0	100.81700000000001
1916	241.0	5.0	0.25	0.6920000000000001	40.0	10.0	400.0	170.50400000000002
1917	2974.0	150.0	0.5	0.833	1.0	5.0	400.0	383.769
1918	2501.0	100.0	0.5	0.779	40.0	100.0	800.0	266.58299999999997
1919	3102.0	150.0	0.75	0.8109999999999999	20.0	10.0	200.0	132.131
1920	927.0	15.0	0.75	0.821	10.0	20.0	200.0	131.763
1921	1483.0	30.0	0.75	0.8109999999999999	20.0	10.0	400.0	237.06599999999997
1922	246.0	5.0	0.25	0.6940000000000001	40.0	40.0	200.0	54.031000000000006
1923	2704.0	150.0	0.01	0.501	1.0	5.0	400.0	32.531
1924	1526.0	30.0	0.75	0.763	100.0	40.0	800.0	645.894
1925	2082.0	50.0	0.9	0.8270000000000001	1.0	40.0	200.0	168.963
1926	3065.0	150.0	0.75	0.835	1.0	5.0	800.0	802.1610000000001
1927	2964.0	150.0	0.25	0.672	100.0	40.0	200.0	31.025
1928	1899.0	50.0	0.5	0.8290000000000001	1.0	20.0	200.0	107.381
1929	1455.0	30.0	0.75	0.8140000000000001	1.0	100.0	200.0	281.98
1930	826.0	15.0	0.5	0.8029999999999999	1.0	100.0	400.0	141.939
1931	845.0	15.0	0.5	0.799	10.0	100.0	800.0	302.788
1932	39.0	5.0	0.01	0.141	20.0	5.0	200.0	7.747000000000001
1933	340.0	5.0	0.5	0.762	40.0	100.0	400.0	165.55900000000003
1934	2232.0	100.0	0.01	0.113	100.0	2.0	200.0	3.739
1935	2280.0	100.0	0.1	0.701	10.0	40.0	200.0	29.666999999999998
1936	68.0	5.0	0.01	0.127	40.0	40.0	800.0	24.826999999999998
1937	2283.0	100.0	0.1	0.6729999999999999	10.0	100.0	200.0	46.2
1938	1108.0	30.0	0.01	0.33	10.0	20.0	400.0	15.894
1939	1913.0	50.0	0.5	0.818	10.0	5.0	800.0	412.833
1940	260.0	5.0	0.25	0.6629999999999999	100.0	10.0	800.0	69.994
1941	2202.0	100.0	0.01	0.281	20.0	10.0	200.0	7.106
1942	2243.0	100.0	0.01	0.11699999999999999	100.0	20.0	800.0	12.594000000000001
1943	2899.0	150.0	0.25	0.795	10.0	2.0	400.0	110.71600000000001
1944	901.0	15.0	0.75	0.828	1.0	2.0	400.0	717.09
1945	626.0	15.0	0.01	0.11	100.0	40.0	800.0	13.833
1946	1482.0	30.0	0.75	0.8109999999999999	20.0	10.0	200.0	110.538
1947	699.0	15.0	0.1	0.606	40.0	100.0	200.0	18.694000000000003
1948	2553.0	100.0	0.75	0.809	10.0	100.0	200.0	110.704
1949	752.0	15.0	0.25	0.7879999999999999	10.0	40.0	800.0	359.65
1950	77.0	5.0	0.01	0.095	100.0	5.0	800.0	20.363
1951	349.0	5.0	0.5	0.7390000000000001	100.0	10.0	400.0	103.103
1952	963.0	15.0	0.75	0.794	40.0	20.0	200.0	151.211
1953	2860.0	150.0	0.1	0.61	40.0	100.0	400.0	48.494
1954	1307.0	30.0	0.25	0.77	20.0	20.0	800.0	184.203
1955	27.0	5.0	0.01	0.14400000000000002	10.0	20.0	200.0	4.852
1956	199.0	5.0	0.25	0.7120000000000001	10.0	2.0	400.0	110.99600000000001
1957	1503.0	30.0	0.75	0.794	40.0	20.0	200.0	107.199
1958	144.0	5.0	0.1	0.522	40.0	2.0	200.0	37.571
1959	2804.0	150.0	0.1	0.74	1.0	40.0	800.0	139.976
1960	2566.0	100.0	0.75	0.8109999999999999	20.0	20.0	400.0	554.205
1961	876.0	15.0	0.5	0.782	40.0	40.0	200.0	56.015
1962	3107.0	150.0	0.75	0.8109999999999999	20.0	20.0	800.0	439.269
1963	492.0	5.0	0.9	0.7859999999999999	20.0	10.0	200.0	195.072
1964	3014.0	150.0	0.5	0.8029999999999999	20.0	10.0	800.0	455.87300000000005
1965	1418.0	30.0	0.5	0.78	40.0	40.0	800.0	429.906
1966	834.0	15.0	0.5	0.816	10.0	10.0	200.0	68.967
1967	2930.0	150.0	0.25	0.7709999999999999	20.0	40.0	800.0	188.93900000000002
1968	2482.0	100.0	0.5	0.792	20.0	100.0	400.0	170.822
1969	715.0	15.0	0.1	0.525	100.0	40.0	400.0	23.324
1970	879.0	15.0	0.5	0.779	40.0	100.0	200.0	73.15100000000001
1971	3011.0	150.0	0.5	0.8029999999999999	20.0	5.0	800.0	316.29900000000004
1972	2466.0	100.0	0.5	0.802	20.0	2.0	200.0	79.626
1973	583.0	15.0	0.01	0.257	20.0	10.0	400.0	9.374
1974	2520.0	100.0	0.75	0.835	1.0	2.0	200.0	201.984
1975	409.0	5.0	0.75	0.784	20.0	40.0	400.0	145.415
1976	1059.0	15.0	0.9	0.795	40.0	100.0	200.0	111.98899999999999
1977	1499.0	30.0	0.75	0.794	40.0	5.0	800.0	396.336
1978	2701.0	150.0	0.01	0.511	1.0	2.0	400.0	43.248000000000005
1979	2710.0	150.0	0.01	0.474	1.0	20.0	400.0	48.063
1980	2563.0	100.0	0.75	0.8109999999999999	20.0	10.0	400.0	232.273
1981	1680.0	50.0	0.01	0.21	40.0	10.0	200.0	8.139
1982	2477.0	100.0	0.5	0.8029999999999999	20.0	20.0	800.0	758.61
1983	773.0	15.0	0.25	0.754	20.0	100.0	800.0	171.451
1984	238.0	5.0	0.25	0.6940000000000001	40.0	5.0	400.0	132.928
1985	1912.0	50.0	0.5	0.818	10.0	5.0	400.0	302.441
1986	2354.0	100.0	0.25	0.8059999999999999	1.0	40.0	800.0	243.421
1987	130.0	5.0	0.1	0.53	20.0	5.0	400.0	19.567999999999998
1988	825.0	15.0	0.5	0.8029999999999999	1.0	100.0	200.0	68.041
1989	1171.0	30.0	0.1	0.7759999999999999	1.0	2.0	400.0	110.074
1990	1578.0	30.0	0.9	0.813	20.0	40.0	200.0	132.944
1991	2765.0	150.0	0.01	0.20600000000000002	40.0	20.0	800.0	22.114
1992	2102.0	50.0	0.9	0.821	10.0	40.0	800.0	1093.039
1993	1249.0	30.0	0.1	0.525	100.0	10.0	400.0	34.403
1994	781.0	15.0	0.25	0.733	40.0	10.0	400.0	86.605
1995	1514.0	30.0	0.75	0.763	100.0	2.0	800.0	351.155
1996	2508.0	100.0	0.5	0.742	100.0	10.0	200.0	57.146
1997	1185.0	30.0	0.1	0.6940000000000001	1.0	100.0	200.0	23.641
1998	1870.0	50.0	0.25	0.731	40.0	100.0	400.0	148.761
1999	2331.0	100.0	0.1	0.524	100.0	20.0	200.0	14.269
2000	1787.0	50.0	0.1	0.52	100.0	5.0	800.0	58.876000000000005
2001	2537.0	100.0	0.75	0.8140000000000001	1.0	100.0	800.0	450.87699999999995
2002	2849.0	150.0	0.1	0.613	40.0	5.0	800.0	74.612
2003	892.0	15.0	0.5	0.742	100.0	20.0	400.0	214.072
2004	33.0	5.0	0.01	0.13699999999999998	10.0	100.0	200.0	7.087000000000001
2005	2890.0	150.0	0.25	0.8170000000000001	1.0	20.0	400.0	136.11700000000002
2006	1184.0	30.0	0.1	0.738	1.0	40.0	800.0	124.47200000000001
2007	1802.0	50.0	0.25	0.823	1.0	2.0	800.0	524.722
2008	3030.0	150.0	0.5	0.7809999999999999	40.0	10.0	200.0	169.455
2009	3096.0	150.0	0.75	0.8109999999999999	20.0	2.0	200.0	118.038
2010	2471.0	100.0	0.5	0.8029999999999999	20.0	5.0	800.0	319.073
