	Avg_F2	Avg_GeoMean	Avg_Precision	Avg_ROCAUC	Avg_Recall	Avg_ThrshAcc	index	max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	run_time
226	0.0	0.0	0.42617299999999997	0.765523	0.0	0.8726450000000001	345.0	50.0	0.01	50.0	100.0	100.0	645.961
227	0.21151999999999999	0.259	0.536459	0.848033	0.24422399999999997	0.886942	741.0	100.0	0.1	5.0	100.0	100.0	1427.3010000000002
228	0.142593	0.20800000000000002	0.49746999999999997	0.825744	0.17133900000000002	0.8821479999999999	156.0	20.0	0.1	50.0	2.0	100.0	841.297
229	0.260977	0.315	0.545458	0.8531350000000001	0.295606	0.8896120000000001	508.0	50.0	0.25	10.0	10.0	200.0	4230.165
230	0.162914	0.22	0.505656	0.8308409999999999	0.191913	0.883339	466.0	50.0	0.1	50.0	100.0	200.0	1822.317
231	0.213364	0.26	0.537385	0.847983	0.24563400000000002	0.887107	1048.0	300.0	0.1	10.0	10.0	200.0	1559.918
232	0.137773	0.191	0.465375	0.808457	0.158207	0.8808030000000001	535.0	50.0	0.25	500.0	50.0	200.0	2130.698
233	0.075778	0.168	0.5108659999999999	0.828471	0.126572	0.8781459999999999	375.0	50.0	0.03	5.0	10.0	100.0	551.265
234	0.263519	0.312	0.53455	0.8482790000000001	0.300171	0.889128	261.0	20.0	0.49	5.0	100.0	100.0	2638.607
235	0.28376999999999997	0.353	0.551651	0.8566370000000001	0.32112199999999996	0.8907709999999999	546.0	50.0	0.49	1.0	50.0	100.0	3659.327
236	0.133767	0.187	0.46516499999999994	0.808469	0.156586	0.8806510000000001	1130.0	300.0	0.25	500.0	2.0	500.0	4523.934
237	0.0	0.003	0.473699	0.803487	0.000291	0.8726450000000001	80.0	20.0	0.03	5.0	50.0	500.0	2143.0229999999997
238	0.215045	0.252	0.512496	0.8367370000000001	0.24490900000000002	0.886216	218.0	20.0	0.25	50.0	2.0	500.0	5681.871
239	0.136907	0.192	0.464859	0.8080729999999999	0.158167	0.880791	835.0	100.0	0.25	500.0	50.0	200.0	2582.194
240	0.137994	0.191	0.46551899999999996	0.808658	0.159171	0.8807719999999999	838.0	100.0	0.25	500.0	100.0	200.0	1939.5520000000001
241	0.213955	0.26	0.535954	0.847259	0.24618800000000002	0.887044	444.0	50.0	0.1	10.0	2.0	100.0	1494.655
242	0.185371	0.228	0.472803	0.814573	0.21109499999999998	0.883682	598.0	50.0	0.49	500.0	100.0	200.0	3231.245
243	0.001048	0.034	0.482522	0.8050609999999999	0.013788	0.872735	911.0	300.0	0.01	1.0	100.0	500.0	3078.5
244	0.140407	0.205	0.497492	0.825725	0.16827999999999999	0.8820020000000001	159.0	20.0	0.1	50.0	10.0	100.0	726.079
245	0.000121	0.013999999999999999	0.466991	0.794846	0.002089	0.872653	306.0	50.0	0.01	1.0	50.0	100.0	619.183
246	0.243667	0.278	0.531597	0.846534	0.280008	0.888244	201.0	20.0	0.25	5.0	100.0	100.0	1833.6570000000002
247	0.235634	0.276	0.514005	0.838675	0.27038	0.8870459999999999	285.0	20.0	0.49	50.0	100.0	100.0	1782.415
248	0.234854	0.27699999999999997	0.51461	0.838915	0.270294	0.887001	281.0	20.0	0.49	50.0	10.0	500.0	10809.698999999999
249	0.0	0.0	0.385876	0.731841	0.0	0.8726450000000001	953.0	300.0	0.01	500.0	10.0	500.0	1239.92
250	0.235713	0.28	0.516501	0.839957	0.270865	0.8870379999999999	580.0	50.0	0.49	50.0	10.0	200.0	3792.705
251	0.26107600000000003	0.312	0.532438	0.847407	0.297717	0.8888860000000001	273.0	20.0	0.49	10.0	100.0	100.0	1874.641
